supplement_name,symptom_name,context,description
Melatonin,Sleep disorders in children,treats,".Small studies have suggested melatonin might help treat sleep disturbances in children with a number of disabilities. However, good bedtime habits are usually recommended as an initial treatment. Talk to your child's doctor before giving melatonin to a child."
Melatonin,Headache,side_effect,Headache
Melatonin,Dizziness,side_effect,Dizziness
Melatonin,Nausea,side_effect,Nausea
Melatonin,Drowsiness,side_effect,Drowsiness
Melatonin,Daytime Drowsiness,side_effect,"Because melatonin can cause daytime drowsiness, don't drive or use machinery within five hours of taking the supplement."
Melatonin,Bleeding,interaction,"Anticoagulants and anti-platelet drugs, herbs and supplements.These types of drugs, herbs and supplements reduce blood clotting. Combining use of melatonin with them might increase the risk of bleeding."
Melatonin,Diazepam (Valium,interaction,"Cytochrome P450 1A2 (CYP1A2) and cytochrome P450 2C19 (CPY2C19) substrates.Use melatonin cautiously if you take drugs such as diazepam (Valium, Valtoco, others) and others that are affected by these enzymes."
Melatonin,Seizures,interaction,Seizure threshold lowering drugs.Taking melatonin with these drugs might increase the risk of seizures.
Milk thistle,Diabetes,treats,".Milk thistle might lower blood sugar in people who have type 2 diabetes, but more studies are needed to confirm its benefits."
Milk thistle,Indigestion (dyspepsia),treats,".Milk thistle, in combination with other supplements, might improve the symptoms of indigestion."
Milk thistle,Liver disease,treats,".Research on the effects of milk thistle on liver disease, such as cirrhosis and hepatitis C, has shown mixed results."
Milk thistle,"Gastrointestinal Issues, Such As Diarrhea, Constipation, Nausea, Vomiting And Abdominal Bloating",side_effect,"Gastrointestinal issues, such as diarrhea, constipation, nausea, vomiting and abdominal bloating"
Milk thistle,Itchiness,side_effect,Itchiness
Milk thistle,Headache,side_effect,Headache
Milk thistle,Ragweed,side_effect,"Milk thistle can cause an allergic reaction, including a severe, potentially life-threatening allergic reaction (anaphylaxis). An allergic reaction is more common in people who are allergic to other plants in the Asteraceae family, such as ragweed, daisies, marigolds and chrysanthemums."
Milk thistle,Diazepam,interaction,"Cytochrome P450 2C9 (CYP2C9) substrates.Taking milk thistle might affect this enzyme and drugs it processes, such as diazepam (Valium), warfarin (Jantoven) and others. This means milk thistle might affect the levels of these drugs in your body."
Niacin,High cholesterol,treats,".Prescription niacin raises high-density lipoprotein (HDL) cholesterol. This is the ""good"" cholesterol that helps remove low-density lipoprotein (LDL), the ""bad"" cholesterol, from the blood. Even though niacin may raise HDL cholesterol, research suggests that niacin therapy isn't linked to lower rates of death, heart attack, or stroke."
Niacin,"Niacin deficiency, also called pellagra",treats,.Niacin and a nutrient called niacinamide treat or prevent a lack of niacin. This condition isn't common in the United States.
Niacin,Skin Flushing And Dizziness,side_effect,Skin flushing and dizziness.
Niacin,Itching,side_effect,Itching.
Niacin,Upset Stomach And Vomiting,side_effect,Upset stomach and vomiting.
Niacin,Belly Pain,side_effect,Belly pain.
Niacin,Loose Stools,side_effect,Loose stools.
Niacin,Gout,side_effect,Gout.
Niacin,Liver Damage,side_effect,Liver damage.
Niacin,Diabetes,side_effect,Diabetes.
Niacin,Hypotension,side_effect,"If you have a liver condition, a peptic ulcer, or very low blood pressure, called hypotension, don't take large amounts of niacin. The supplement has been linked with liver damage. Liver damage can cause hypotension and might make a peptic ulcer active."
Niacin,Gout,side_effect,"Taking niacin also might make allergies, gallbladder conditions, and symptoms of some thyroid conditions worse. If you have diabetes, niacin can affect how you manage your blood sugar. Use niacin with care if you have gout. Niacin can cause too much uric acid in the blood, called hyperuricemia. This raises the risk of gout."
Niacin,Hyperuricemia,side_effect,"Taking niacin also might make allergies, gallbladder conditions, and symptoms of some thyroid conditions worse. If you have diabetes, niacin can affect how you manage your blood sugar. Use niacin with care if you have gout. Niacin can cause too much uric acid in the blood, called hyperuricemia. This raises the risk of gout."
Niacin,Deficiency,side_effect,"If you're pregnant, don't take prescription niacin for high cholesterol. But if you need niacin to prevent or treat lack of niacin, called deficiency, niacin is likely safe to take during pregnancy and breastfeeding. Use it only as your healthcare professional tells you."
Niacin,Liver Damage,interaction,"Alcohol.Taking niacin with alcohol might raise the risk of liver damage. And it might make niacin side effects, such as flushing and itching, worse."
Niacin,Flushing And Itching,interaction,"Alcohol.Taking niacin with alcohol might raise the risk of liver damage. And it might make niacin side effects, such as flushing and itching, worse."
Niacin,Bleeding,interaction,"Anticoagulant and antiplatelet medicines, herbs and supplements.These types of medicines, herbs and supplements limit blood clotting. Taking niacin with them might raise the risk of bleeding."
Niacin,Low Blood Pressure,interaction,"Blood pressure medicines, herbs and supplements.Niacin might add to the effect of medicines, herbs and supplements that manage blood pressure. This could raise the risk of low blood pressure, also called hypotension."
Niacin,Hypotension,interaction,"Blood pressure medicines, herbs and supplements.Niacin might add to the effect of medicines, herbs and supplements that manage blood pressure. This could raise the risk of low blood pressure, also called hypotension."
Niacin,Liver Damage,interaction,"Medicines, herbs and supplements that cause liver damage, called hepatotoxic.Niacin can cause liver damage. So don't take it with medicines, herbs or supplements that also can cause liver damage."
Niacin,Liver Damage,interaction,"Medicines, herbs and supplements that cause liver damage, called hepatotoxic.Niacin can cause liver damage. So don't take it with medicines, herbs or supplements that also can cause liver damage."
Niacin,Hepatotoxic,interaction,"Medicines, herbs and supplements that cause liver damage, called hepatotoxic.Niacin can cause liver damage. So don't take it with medicines, herbs or supplements that also can cause liver damage."
Niacin,Side Effects,interaction,Statins.Research shows that taking niacin with these cholesterol medicines does little more than statins alone. Taking niacin with statins might raise the risk of side effects.
Niacin,Flushing And Itching,interaction,"Zinc.Taking zinc with niacin might worsen niacin side effects, such as flushing and itching."
Red yeast rice,High cholesterol,treats,".Research shows that red yeast rice that has a large amount of the compound monacolin K in it can lower total cholesterol. The supplement also may lower low-density lipoprotein cholesterol, also called LDL cholesterol. This is the ""bad"" cholesterol found in the blood that can raise your risk of heart disease."
Red yeast rice,Mild Side Effects,side_effect,"Red yeast rice can cause mild side effects, including:"
Red yeast rice,Stomach Pain,side_effect,Stomach pain.
Red yeast rice,Heartburn,side_effect,Heartburn.
Red yeast rice,Gas,side_effect,Gas.
Red yeast rice,Headache,side_effect,Headache.
Red yeast rice,Feeling Dizzy,side_effect,Feeling dizzy.
Red yeast rice,Upset Stomach,side_effect,Upset stomach.
Red yeast rice,Liver Damage,interaction,Alcohol.Don't drink alcohol if you are taking red yeast rice. The combination might increase the risk of liver damage.
Red yeast rice,Muscle Issues,interaction,"Cyclosporine (Neoral, Sandimmune).This medicine suppresses the immune system. Taking it with red yeast rice might raise the risk of muscle issues."
Red yeast rice,Harmful Side Effects From Red Yeast Rice,interaction,Cytochrome P450 3A4 inhibitors.Taking red yeast rice with medicines that slow down or stop the CYP3A4 enzyme might raise the risk of harmful side effects from red yeast rice. These medicines include erythromycin.
Red yeast rice,Muscle Issues,interaction,Gemfibrozil (Lopid).Taking this cholesterol medicine with red yeast rice might raise the risk of muscle issues.
Red yeast rice,Liver Damage In Some People,interaction,"Hepatotoxic medicines, herbs and supplements.Red yeast rice may have monacolin K in it, which can cause liver damage in some people. Taking red yeast rice with these types of medicines, herbs, and supplements could raise the risk of liver damage."
Red yeast rice,Liver Damage,interaction,"Hepatotoxic medicines, herbs and supplements.Red yeast rice may have monacolin K in it, which can cause liver damage in some people. Taking red yeast rice with these types of medicines, herbs, and supplements could raise the risk of liver damage."
Red yeast rice,Muscle Issues,interaction,Niacin.Taking red yeast rice with high-dose niacin might raise the risk of muscle issues.
Red yeast rice,Harmful Side Effects,interaction,Statins.Taking red yeast rice with statins might raise the risk of harmful side effects.
SAMe,Depression,treats,".While research has shown that SAMe has a positive effect in treating depression, most studies weren't well designed and included a small number of people."
SAMe,Liver disease,treats,.More studies are needed to determine whether SAMe is beneficial for people who have liver disease.
SAMe,Osteoarthritis,treats,".Many studies comparing the use of SAMe with nonsteroidal anti-inflammatory drugs showed that each provided similar pain relief and improvement in joint function, but SAMe produced fewer side effects. A smaller number of studies haven't shown the same results."
SAMe,"Digestive Problems, Such As Nausea, Diarrhea Or Constipation",side_effect,"Digestive problems, such as nausea, diarrhea or constipation"
SAMe,Mild Insomnia,side_effect,Mild insomnia
SAMe,Dizziness,side_effect,Dizziness
SAMe,Irritability,side_effect,Irritability
SAMe,Anxiety,side_effect,Anxiety
SAMe,Sweating,side_effect,Sweating
SAMe,Serotonin Syndrome,interaction,Antipsychotics.Be cautious when taking these drugs with SAMe. The combination could increase the risk of serotonin syndrome.
SAMe,Serotonin Syndrome,interaction,Amphetamines.Be cautious when taking these drugs with SAMe. The combination could increase the risk of serotonin syndrome.
SAMe,Serotonin Syndrome,interaction,Dextromethorphan.Taking SAMe with this cough suppressant could increase the risk of serotonin syndrome.
SAMe,Serotonin Syndrome,interaction,"Narcotics.Taking SAMe with meperidine (Demerol) or tramadol (Ultram, ConZip) could increase the risk of serotonin syndrome."
St. John's wort,Depression,treats,".Many studies have found St. John's wort to be helpful in treating mild to moderate depression. In fact, some research has shown the supplement to work as well as many prescription antidepressants. It's unclear whether the supplement helps treat severe depression.St. John's wort interacts with many medicines. So it might not be a suitable choice, especially if you take any prescription medicines."
St. John's wort,Menopause symptoms,treats,.Some research suggests that taking St. John's wort alone or with black cohosh or other herbs might lessen menopause symptoms such as hot flashes.
St. John's wort,Somatic symptom disorder,treats,".Some studies have found that St. John's wort might help treat this condition. Somatic symptom disorder causes severe anxiety about physical symptoms such as pain, weakness, and shortness of breath."
St. John's wort,Anxiety,side_effect,Anxiety.
St. John's wort,Dizziness,side_effect,Dizziness.
St. John's wort,"Diarrhea, Constipation, And Upset Stomach",side_effect,"Diarrhea, constipation, and upset stomach."
St. John's wort,Dry Mouth,side_effect,Dry mouth.
St. John's wort,Tiredness And Trouble Sleeping,side_effect,Tiredness and trouble sleeping.
St. John's wort,Headache,side_effect,Headache.
St. John's wort,"Higher Sensitivity To Sunlight, Also Called Photosensitivity",side_effect,"Higher sensitivity to sunlight, also called photosensitivity."
St. John's wort,Mild To Severe Side Effects,interaction,"Antidepressants.If you take St. John's wort with antidepressants, it might raise the risk of a buildup of high serotonin levels in the body. Too much serotonin can cause mild to severe side effects. Get supervision from a healthcare professional if you take St. John's wort and an antidepressant."
St. John's wort,Atorvastatin,interaction,"Certain statins.If you take St. John's wort with statins such as atorvastatin, lovastatin, and others, it might lessen how well the statin works."
St. John's wort,Breakthrough Bleeding,interaction,"Contraceptive medicines.Use of St. John's wort with medicines used to prevent pregnancy, called contraceptive or birth control medicines, might cause breakthrough bleeding, bleeding that's not regular or pregnancy that's not planned. You might need a second or different form of birth control."
St. John's wort,Contraceptive Or Birth Control Medicines,interaction,"Contraceptive medicines.Use of St. John's wort with medicines used to prevent pregnancy, called contraceptive or birth control medicines, might cause breakthrough bleeding, bleeding that's not regular or pregnancy that's not planned. You might need a second or different form of birth control."
St. John's wort,Cyp1A2,interaction,"Cytochrome P450 1A2, cytochrome P450 2B6, cytochrome P450 2C19, cytochrome P450 2C9 and cytochrome P450 3A4 substrates.Don't take St. John's wort if you're taking a medicine affected by these enzymes. These enzymes also are called CYP1A2, CYP2B6, CYP2C19, CYP2C9 and CYP3A4."
St. John's wort,Photosensitizing Medicine,interaction,"Photosensitizing medicines.If you take St. John's wort with medicine that increases sensitivity to sunlight, called photosensitizing medicine, it might raise the risk of a reaction."
St. John's wort,Mild To Severe Side Effects,interaction,Triptans.Don't take St. John's wort with these medicines that treat migraines. The supplement might raise the risk of buildup of high serotonin levels in the body. Too much serotonin can cause mild to severe side effects.
Tea tree oil,Acne,treats,".Research suggests that putting a gel that has 5% tea tree oil in it might help relieve acne. Tea tree oil may irritate the skin less than other acne treatments such as benzoyl peroxide. However, tea tree oil may not work as fast as benzoyl peroxide can."
Tea tree oil,Dandruff,treats,.Research has not shown that tea tree oil will definitely treat dandruff. A shampoo that has 5% tea tree oil in it that was used for four weeks helped treat dandruff in one study.
Tea tree oil,Athlete's foot,treats,".A tea tree oil cream, applied twice a day for one month, may relieve some symptoms of athlete's foot. The cream doesn't seem to work as well as antifungal medicines."
Tea tree oil,Lice,treats,.Tea tree oil alone or combined with lavender oil has shown some promise in treating lice. Standard medicines have been better studied and are thought to work better.
Tea tree oil,Nail fungus,treats,.Research hasn't shown tea tree oil is effective in treating toenail fungus. One small study found that pure tea tree oil helped a small amount of people who used it to treat toenail fungus. But other studies on using lower amounts of tea tree oil haven't found it helps treat toenail fungus. Tea tree oil may work well when used with other antifungal medicines.
Tea tree oil,Mite infections,treats,".Smaller research studies suggest that topical tea tree oil may treat a mite infection that occurs on the lower eyelids, called ocular demodicosis. Using tea tree oil wipes for the eyelids may be less irritating than scrubs for the eyes. More studies are needed."
Tea tree oil,Dental plaque,treats,.Brushing the teeth and then using a mouthwash with a small amount of tea tree oil afterward may lessen dental plaque. Some people may report burning as a side effect.
Tea tree oil,Skin Irritation,side_effect,Skin irritation.
Tea tree oil,"Allergic Skin Rash, Also Called Dermatitis",side_effect,"Allergic skin rash, also called dermatitis."
Tea tree oil,Itching,side_effect,Itching.
Tea tree oil,Stinging,side_effect,Stinging.
Tea tree oil,Burning,side_effect,Burning.
Tea tree oil,Dryness,side_effect,Dryness.
Tea tree oil,Confusion,side_effect,Confusion.
Tea tree oil,"Problems With Muscle Control And Movement, Called Ataxia",side_effect,"Problems with muscle control and movement, called ataxia."
Tea tree oil,Problems Breathing,side_effect,Problems breathing.
Tea tree oil,Higher White Blood Cell Count,side_effect,Higher white blood cell count.
Tea tree oil,"A Deep State Of Sleep Where A Person Doesn'T Respond, Called Coma",side_effect,"A deep state of sleep where a person doesn't respond, called coma."
Vitamin A,Acne,treats,.Large doses of oral vitamin A supplements don't seem to affect acne.
Vitamin A,Age-related macular degeneration,treats,.A large clinical trial showed that people at high risk of advanced age-related macular degeneration lowered their risk of developing the condition by taking a specific combination of vitamins that included beta-carotene. It's not clear what role beta-carotene played.
Vitamin A,Cancer,treats,".Some research studies suggest that people who eat a diet high in vitamin A may lower their risk of cancers of the pancreas, ovaries and food pipe, also called the esophagus. The connection between use of vitamin A supplements and lowered risk of cancers of the liver, colon, rectum and prostate and other types of cancer isn't clear."
Vitamin A,Heart disease,treats,".Vitamin A is an antioxidant, but research hasn't shown that taking vitamin A supplements helps prevent heart disease."
Vitamin A,Measles,treats,.Children with low vitamin A levels who get measles are more likely to be very sick than are children with recommended levels. Vitamin A supplements do not prevent measles. Getting a measles vaccine is the most effective and safest way to prevent measles. Don’t give vitamin A to children as a treatment or supplement unless a healthcare professional recommends it. Only take the recommended amount. Taking too much vitamin A can cause major harm.
Vitamin A,Vitamin A deficiency,treats,".People who have low levels of vitamin A, called vitamin A deficiency, seem to benefit most from vitamin A supplements. This kind of deficiency is rare in the United States. Vitamin A deficiency causes anemia and dry eyes."
Vitamin A,Nausea,side_effect,Nausea.
Vitamin A,Vomiting,side_effect,Vomiting.
Vitamin A,Fatigue,side_effect,Fatigue.
Vitamin A,Dizziness,side_effect,Dizziness.
Vitamin A,Blurry Vision,side_effect,Blurry vision.
Vitamin A,Balance Issues,side_effect,Balance issues.
Vitamin A,Liver Damage,side_effect,Liver damage.
Vitamin A,Headache,side_effect,Headache.
Vitamin A,Nausea,side_effect,Nausea.
Vitamin A,Hair Loss,side_effect,Hair loss.
Vitamin A,Dry Skin,side_effect,Dry skin.
Vitamin A,Pain In The Joints And Bones,side_effect,Pain in the joints and bones.
Vitamin A,"Rarely, Death",side_effect,"Rarely, death."
Vitamin A,Liver Damage,interaction,"Hepatotoxic medicines.Taking high doses of vitamin A supplements can cause liver damage. Combining high doses of vitamin A supplements with other medicines that can damage the liver, called hepatoxic medicines, could raise the risk of liver conditions."
Vitamin A,Liver Conditions,interaction,"Hepatotoxic medicines.Taking high doses of vitamin A supplements can cause liver damage. Combining high doses of vitamin A supplements with other medicines that can damage the liver, called hepatoxic medicines, could raise the risk of liver conditions."
Vitamin A,Hepatoxic Medicines,interaction,"Hepatotoxic medicines.Taking high doses of vitamin A supplements can cause liver damage. Combining high doses of vitamin A supplements with other medicines that can damage the liver, called hepatoxic medicines, could raise the risk of liver conditions."
Vitamin A,Bleeding,interaction,Warfarin (Jantoven).Use of vitamin A supplements while taking this medicine used to prevent blood clots might raise your risk of bleeding.
Vitamin B-6,Heart and blood vessel disease and stroke,treats,".Researchers had previously believed that vitamin B-6, when combined with folic acid (vitamin B-9) and vitamin B-12, might prevent diseases of the heart and blood vessels by reducing the levels of an amino acid in the blood (homocysteine). However, studies show that the combination of these vitamins doesn't seem to reduce the risk or severity of cardiovascular disease and stroke."
Vitamin B-6,Morning sickness,treats,".Vitamin B-6 might reduce the severity of morning sickness during pregnancy. If you have persistent nausea and vomiting, your pregnancy care provider might prescribe vitamin B-6 supplements."
Vitamin B-6,Premenstrual syndrome (PMS),treats,".There is some evidence that vitamin B-6 might reduce symptoms of PMS; however, these studies are considered to be low quality."
Vitamin B-6,Sideroblastic anemia,treats,.Vitamin B-6 is effective at treating this genetic type of anemia.
Vitamin B-6,A Lack Of Muscle Control Or Coordination Of Voluntary Movements,side_effect,A lack of muscle control or coordination of voluntary movements (ataxia)
Vitamin B-6,"Painful, Disfiguring Skin Lesions",side_effect,"Painful, disfiguring skin lesions"
Vitamin B-6,Heartburn And Nausea,side_effect,Heartburn and nausea
Vitamin B-6,Sensitivity To Sunlight,side_effect,Sensitivity to sunlight (photosensitivity)
Vitamin B-6,Numbness,side_effect,Numbness
Vitamin B-6,Reduced Ability To Sense Pain Or Extreme Temperatures,side_effect,Reduced ability to sense pain or extreme temperatures
Vitamin B-12,Heart and blood vessel disease,treats,".People with heart and blood vessel disease, also called cardiovascular disease, may have high levels of a compound called homocysteine. Vitamin B-12 and other B vitamins may help lower homocysteine levels. But researchers haven't found that lowering homocysteine levels lowers the risk of heart and blood vessel disease."
Vitamin B-12,Athletic performance and increasing energy,treats,.There's no proof that taking vitamin B-12 supplements or injections boosts energy or improves athletic performance.
Vitamin B-12,Headache,side_effect,Headache.
Vitamin B-12,Nausea,side_effect,Nausea.
Vitamin B-12,Diarrhea,side_effect,Diarrhea.
Vitamin B-12,Weakness,side_effect,Weakness.
Vitamin B-12,Tingling Sensation In Hands And Feet,side_effect,Tingling sensation in hands and feet.
Vitamin B-12,Low Vitamin B-12 Levels,interaction,Bile acid sequestrants (cholestyramine).Taking bile acid sequestrants may interfere with B-12 absorption.  A healthcare professional might suggest taking vitamin B-12 supplements to avoid the risk of low vitamin B-12 levels.
Vitamin C,Cancer,treats,".Eating a diet rich in fruits and vegetables might lower the risk of many types of cancer, such as breast, colon and lung cancers. But it's not clear whether this effect is related to the vitamin C content in the food. Taking vitamin C supplements doesn't seem to affect cancer risk."
Vitamin C,Cardiovascular disease,treats,.Much research has focused on whether vitamin C supplements protect against heart disease. Taking supplements doesn't seem to affect heart disease risk.
Vitamin C,Common cold,treats,.Taking oral vitamin C supplements won't prevent the common cold. Studies show that taking vitamin C supplements has little effect on how long colds last or how bad they are.
Vitamin C,Eye diseases,treats,".Taking oral vitamin C supplements with other vitamins and minerals seems to keep age-related macular degeneration, also called AMD, from getting worse. AMD is a leading cause of vision loss among older adults. Some studies also suggest that people who have higher levels of vitamin C in their diets have a lower risk of getting cataracts."
Vitamin C,Side Effects,side_effect,"When taken at suggested doses by mouth, vitamin C supplements are mostly safe.  Taking too much vitamin C can cause side effects, including:"
Vitamin C,"Upset Stomach, Vomiting And Loose Stools",side_effect,"Upset stomach, vomiting and loose stools."
Vitamin C,Heartburn,side_effect,Heartburn.
Vitamin C,Stomach Cramps Or Bloating,side_effect,Stomach cramps or bloating.
Vitamin C,"Tiredness And Sleepiness Or Not Being Able To Sleep, Called Insomnia",side_effect,"Tiredness and sleepiness or not being able to sleep, called insomnia."
Vitamin C,Headache,side_effect,Headache
Vitamin C,Kidney Stones,side_effect,"In some people, oral vitamin C supplements may cause kidney stones. This mainly happens in people who take high doses of the supplements.  Long-term use of oral vitamin C supplements over 2,000 milligrams a day raises the risk of serious side effects."
Vitamin C,Serious Side Effects,side_effect,"In some people, oral vitamin C supplements may cause kidney stones. This mainly happens in people who take high doses of the supplements.  Long-term use of oral vitamin C supplements over 2,000 milligrams a day raises the risk of serious side effects."
Vitamin C,G6Pdh Deficiency,side_effect,"High doses of vitamin C can cause hemolytic anemia in people who have a condition called G6PDH deficiency, which is passed through families."
Vitamin C,Blood Sugar Screening Tests Or Stool Tests For Hidden Blood,side_effect,"Before having medical tests, tell your healthcare professional that you take vitamin C supplements. High levels of vitamin C might affect the results of certain tests, such as blood sugar screening tests or stool tests for hidden blood, also called occult blood."
Vitamin C,Occult Blood,side_effect,"Before having medical tests, tell your healthcare professional that you take vitamin C supplements. High levels of vitamin C might affect the results of certain tests, such as blood sugar screening tests or stool tests for hidden blood, also called occult blood."
Vitamin C,Phosphate Binders,interaction,"Aluminum.Taking vitamin C can make you take in more aluminum from medicines that have aluminum, such as phosphate binders. This can be harmful for people with kidney conditions."
Vitamin C,Hemochromatosis,interaction,"Iron.Vitamin C makes the body absorb more iron. Getting more iron can be harmful for people who have a condition that causes too much iron in the body, called hemochromatosis."
Vitamin D,Cancer,treats,.Findings on whether vitamin D can help prevent cancer are mixed. More studies are needed to find out whether vitamin D supplements may lower the risk of certain cancers or the risk of dying from cancer.
Vitamin D,Cognitive health,treats,".Research shows that people with low levels of vitamin D in the blood are less able to think and learn, called cognitive decline. But more studies are needed to find out whether vitamin D supplements may help."
Vitamin D,"Bone conditions passed through families, called inherited conditions",treats,.Vitamin D supplements can be used to help treat inherited conditions that happen when the body can't take in or use vitamin D. One such condition is familial hypophosphatemia.
Vitamin D,Multiple sclerosis,treats,.Research suggests that long-term use of vitamin D supplements may lower the risk of multiple sclerosis. More study is needed.
Vitamin D,Osteomalacia,treats,.Vitamin D supplements treat adults with extreme vitamin D deficiency that results in this softening of the bones.
Vitamin D,Osteoporosis,treats,.Studies suggest that people who get enough vitamin D and calcium in their diets can slow bone mineral loss. This helps prevent the bone-thinning condition osteoporosis and lower the number of bone fractures osteoporosis causes.
Vitamin D,Psoriasis,treats,.Vitamin D treats plaque-type psoriasis in some people. Vitamin D or a cream that has a form of vitamin D called calcipotriene can be used on the skin.
Vitamin D,Rickets,treats,.Not having enough vitamin D in the body can cause this rare condition that weakens bones in children. Taking a vitamin D supplement can prevent and treat the condition.
Vitamin D,Upset Stomach And Vomiting,side_effect,Upset stomach and vomiting.
Vitamin D,Weight Loss And Not Wanting To Eat,side_effect,Weight loss and not wanting to eat.
Vitamin D,Muscle Weakness,side_effect,Muscle weakness.
Vitamin D,Not Being Able To Think Clearly Or Quickly,side_effect,Not being able to think clearly or quickly.
Vitamin D,Heart Rhythm Issues,side_effect,Heart rhythm issues.
Vitamin D,Kidney Stones And Kidney Damage,side_effect,Kidney stones and kidney damage.
Vitamin D,Hypercalcemia,interaction,"Calcipotriene (Dovonex, Sorilux).Don't take vitamin D with this psoriasis medicine. Mixing the two might raise the risk of having too much calcium in the blood, called hypercalcemia."
Vitamin D,Cyp3A4 Substrates,interaction,"Cytochrome P450 3A4 substrates, also called CYP3A4 substrates.Use vitamin D with care if you take a medicine affected by these enzymes. One such medicine is the cholesterol-lowering medicine lovastatin (Altoprev)."
Vitamin D,Hypercalcemia,interaction,"Digoxin (Lanoxin).Don't take high doses of vitamin D with this heart medicine. High doses of vitamin D can cause too much calcium in the blood, called hypercalcemia. Hypercalcemia raises the risk of fatal heart conditions with digoxin."
Vitamin D,Hypercalcemia,interaction,"Diltiazem (Cardizem, Tiazac, others).Don't take high doses of vitamin D with this blood pressure medicine. High doses of vitamin D can cause too much calcium in the blood, called hypercalcemia. Hypercalcemia may keep the medicine from working as it should."
Vitamin D,Hypercalcemia,interaction,"Thiazide diuretics.Taking these blood pressure medicines with vitamin D raises the risk of too much calcium in the blood, called hypercalcemia."
Vitamin D,Hypercalcemia,interaction,"Verapamil (Verelan).Taking high doses of vitamin D with this blood pressure medicine can cause too much calcium in the blood, called hypercalcemia. High doses of vitamin D also might keep verapamil from working as well."
Vitamin E,Alzheimer's disease,treats,.Some research shows that high-dose vitamin E might slow mild to moderate Alzheimer's disease. Other studies don't show this. Vitamin E supplements appear to have no effect on whether people with mild cognitive impairment go on to get Alzheimer's disease.
Vitamin E,Liver disease,treats,.Studies show that vitamin E might improve symptoms of metabolic dysfunction-associated steatotic liver disease.
Vitamin E,Preeclampsia,treats,.Increasing intake of vitamin E has not been shown to prevent this pregnancy condition that affects blood pressure.
Vitamin E,Prostate cancer,treats,.Research shows that vitamin E and selenium supplements don't prevent prostate cancer. There also is concern that vitamin E supplements might raise the risk of prostate cancer.
Vitamin E,Upset Stomach,side_effect,Upset stomach.
Vitamin E,Loose Stools,side_effect,Loose stools.
Vitamin E,Belly Cramps,side_effect,Belly cramps.
Vitamin E,Tiredness,side_effect,Tiredness.
Vitamin E,Weakness,side_effect,Weakness.
Vitamin E,Headache,side_effect,Headache.
Vitamin E,Blurred Vision,side_effect,Blurred vision.
Vitamin E,Rash,side_effect,Rash.
Vitamin E,Side Effects,side_effect,"Taking higher doses of vitamin E might raise the risk of side effects. Also, people with heart disease and some other conditions who take high doses of vitamin E have a higher risk of death."
Vitamin E,Death,side_effect,"Taking higher doses of vitamin E might raise the risk of side effects. Also, people with heart disease and some other conditions who take high doses of vitamin E have a higher risk of death."
Vitamin E,Prostate Cancer,side_effect,"Vitamin E can affect many conditions. For instance, some research suggests that taking vitamin E by mouth may raise the risk of prostate cancer. Other research suggests that vitamin E use may raise the risk of death in people with a history of heart attack or stroke."
Vitamin E,Too Little Vitamin K,side_effect,Too little vitamin K.
Vitamin E,"An Eye Condition In Which The Retina Is Damaged, Called Retinitis Pigmentosa",side_effect,"An eye condition in which the retina is damaged, called retinitis pigmentosa."
Vitamin E,Bleeding Conditions,side_effect,Bleeding conditions.
Vitamin E,Diabetes,side_effect,Diabetes.
Vitamin E,A History Of Heart Attack Or Stroke,side_effect,A history of heart attack or stroke.
Vitamin E,Head And Neck Cancer,side_effect,Head and neck cancer.
Vitamin E,Liver Disease,side_effect,Liver disease.
Vitamin E,Bleeding,side_effect,"Vitamin E may raise the risk of bleeding. If you're having surgery, stop taking vitamin E two weeks before the surgery. Also, talk with your healthcare professional about vitamin E use if you're about to have or you just had a procedure to open blocked arteries and restore blood flow to the heart, called angioplasty."
Vitamin E,Angioplasty,side_effect,"Vitamin E may raise the risk of bleeding. If you're having surgery, stop taking vitamin E two weeks before the surgery. Also, talk with your healthcare professional about vitamin E use if you're about to have or you just had a procedure to open blocked arteries and restore blood flow to the heart, called angioplasty."
Vitamin E,Bleeding,interaction,"Anticoagulant and antiplatelet medicines, herbs, and supplements.Use of vitamin E with these medicines, herbs, and supplements that lessen blood clotting may raise the risk of bleeding."
Vitamin E,Omeprazole (Prilosec,interaction,"Cytochrome P450 3A4 substrates, also called CYP3A4 substrates.Use caution when taking vitamin E and other medicines affected by these enzymes, such as omeprazole (Prilosec, Zegerid OTC)."
Vitamin E,Cyp3A4 Substrates,interaction,"Cytochrome P450 3A4 substrates, also called CYP3A4 substrates.Use caution when taking vitamin E and other medicines affected by these enzymes, such as omeprazole (Prilosec, Zegerid OTC)."
Vitamin E,Statins And Niacin Could Keep Niacin From Working As It Should,interaction,"Statins and niacin.Taking vitamin E with cholesterol-lowering medicines called statins and niacin could keep niacin from working as it should. Niacin helps raise high-density lipoprotein, also called HDL, the ""good cholesterol."""
Zinc,Zinc deficiency,treats,".People who have low levels of zinc seem to benefit most from zinc supplements. Zinc deficiency isn't common in the United States. But some medicines, such as thiazide diuretics taken to treat high blood pressure, can raise the amount of zinc lost in urine. That could lead to zinc deficiency."
Zinc,Colds,treats,".Research suggests that if zinc syrup or lozenges are taken within 24 hours after cold symptoms start, zinc can help shorten the length of a cold. But the use of zinc that's placed into the nose, called intranasal zinc, has been linked to loss of the sense of smell. Sometimes, the loss of smell may last for a long time. And it's possible that the sense of smell may not come back at all."
