drugbank_id,synonym
DB01735,3-Chloroalaninate
DB01736,[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium
DB01737,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester"
DB01738,2-aminoethyl dihydrogen phosphate
DB01738,Colamine phosphate
DB01738,Colamine phosphoric acid
DB01738,O-Phosphoethanolamine
DB01738,Phosphorylcolamine
DB01738,Phosphorylethanolamine
DB01739,"(2S,3R)-2-amino-3-methylpentanoic acid"
DB01739,allo-L-isoleucine
DB01739,Alloisoleucine
DB01740,2-amino-4-butyl-5-propylselenazole
DB01740,"4-butyl-5-propyl-1,3-selenazol-2-amine"
DB01742,(3r)-1-Acetyl-3-Methylpiperidine
DB01744,(+)-bornan-2-one
DB01744,(+)-Camphor
DB01744,"(1R,4R)-camphor"
DB01744,(1R)-(+)-camphor
DB01744,(R)-(+)-camphor
DB01744,(R)-camphor
DB01744,Camphor (natural)
DB01744,Camphor D-form
DB01744,Camphor oil
DB01744,Camphor(D)
DB01744,Camphora
DB01744,D-Camphor
DB01744,Dextrocamphor
DB01744,Natural camphor
DB01745,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester
DB01746,(2R)-2-amino-4-methylpentanoic acid
DB01746,(R)-(−)-leucine
DB01746,(R)-leucine
DB01746,D-2-Amino-4-methylvaleric acid
DB01746,D-Leucin
DB01746,D-Leuzin
DB01747,Coprogen
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide
DB01750,1-Naphthylacetic acid
DB01750,NAA
DB01750,naphthalen-1-yl-acetic acid
DB01750,naphthalene-1-acetic acid
DB01750,α-NAA
DB01750,α-naphthaleneacetic acid
DB01751,"3,3',5,5'-tetraiodothyroacetic acid"
DB01751,"3,5-Diiodo-4-(4-hydroxy-3,5-diiodophenoxy)benzeneacetic acid"
DB01751,"ACETIC ACID, (4-(4-HYDROXY-3,5-DIIODOPHENOXY)-3,5-DIIODOPHENYL)-"
DB01751,T4-ACETIC ACID
DB01751,Tetrac
DB01751,Tetraiodothyroacetic acid
DB01752,2-S-adenosyl-L-homocysteine
DB01752,Adenosyl-L-homocysteine
DB01752,adenosylhomocysteine
DB01752,AdoHcy
DB01752,S-(5'-adenosyl)-L-homocysteine
DB01752,"S-[1-(adenin-9-yl)-1,5-dideoxy-β-D-ribofuranos-5-yl]-L-homocysteine"
DB01752,S-adenosyl-L-homocysteine
DB01752,S-Adenosylhomocysteine
DB01753,4-oxo-nicotinamide-adenine dinucleotide phosphate
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One"
DB01755,5'-Deoxy-5'-[(L-isoleucylsulfamoyl)amino]adenosine
DB01755,N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone
DB01756,4-O-phosphono-L-threonic acid
DB01756,4-phospho-L-threonic acid
DB01759,5-hydroxy-2-(hydroxymethyl)-4-pyrone
DB01759,5-hydroxy-2-(hydroxymethyl)-4H-pyran-4-one
DB01759,ácido kójico
DB01759,Kojic acid
DB01761,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine
DB01762,3-ketobutanoic acid
DB01762,3-Ketobutyric acid
DB01762,3-Oxobutanoic acid
DB01762,3-Oxobutyric acid
DB01762,Acetoacetic acid
DB01762,beta-Ketobutyric acid
DB01763,7-thionicotinamide-adenine-dinucleotide phosphate
DB01763,TATP
DB01764,Dalfopristin
DB01764,Dalfopristina
DB01764,Dalfopristine
DB01764,Dalfopristinum
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid"
DB01765,"(5-oxo-5,6-dihydro-indolo[1,2-a]quinazolin-7-yl)-acetic acid"
DB01767,Hemi-Babim
DB01768,Methylumbelliferyl sialic acid
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione"
DB01773,4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid
DB01774,Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester
DB01775,Dihydroxyacetone
DB01776,3-Cresol
DB01776,3-Methylphenol
DB01776,m-Cresylic acid
DB01776,m-Kresol
DB01776,meta-Cresol
DB01776,Metacresol
DB01777,CoA-S-trimethylene-acetyl-tryptamine
DB01778,"8-Amino-1,3-dimethyl-3,7-dihydropurine-2,6-dione"
DB01778,8-Aminotheophylline
DB01779,"1,2,3-Propanetriol, 2-(dihydrogen phosphate)"
DB01779,"1,3-Hydroxy-2-propyl dihydrogen phosphate"
DB01779,2-glycerophosphate
DB01779,beta-Glycerophosphoric acid
DB01779,Glycerol 2-phosphate
DB01779,β-glycerophosphate
DB01779,β-glycerophosphoric acid
DB01780,Fusicoccin
DB01782,"1,9-Pyrazoloanthrone"
DB01782,"Anthra(1,9-cd)pyrazol-6(2H)-one"
DB01782,Pyrazoleanthrone
DB01783,(+)-Pantothenic acid
DB01783,D-pantothenic acid
DB01783,Pantothenate
DB01783,Pantothenic acid
DB01783,Vitamin B5
DB01784,4-Flourobenzenesulfonamide
DB01785,Dimethylallyl Diphosphate
DB01786,(2R)-2-aminopropanoic acid
DB01786,(R)-2-aminopropanoic acid
DB01786,(R)-alanine
DB01786,D-2-Aminopropionic acid
DB01786,D-Ala
DB01786,D-Alanin
DB01786,D-α-alanine
DB01786,D-α-aminopropionic acid
DB01786,DAL
DB01788,2-Methyl-5-methylene-4(5H)-pyrimidinimine
DB01788,2-methyl-5-methylidenepyrimidin-4-imine
DB01788,4-Imino-5-Methidyl-2-Methylpyrimidine
DB01789,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene"
DB01790,"(Rp)-adenosine-3',5'-cyclic monophosphorothioate"
DB01790,(Rp)-cAMPS
DB01790,"adenosine-3',5'-cyclic monophosphorothioate, Rp-isomer"
DB01790,Rp-cAMPS
DB01791,"3-(cyclopentyloxy)-N-(3,5-dichloro-4-pyridinyl)-4-methoxybenzamide"
DB01791,"3-(cyclopentyloxy)-N-(3,5-dichloro-4-pyridyl)-p-anisamide"
DB01791,Piclamilast
DB01791,Piclamilastum
DB01792,Adenylyl-(3'-5')-3'-uridylic acid
DB01792,Adenylyl-(3'-5')-uridine 3'-monophosphate
DB01792,Adenylyl-3'-5'-phospho-uridine-3'-monophosphate
DB01793,I-5
DB01794,bis(molybdopterin)tungsten cofactor
DB01794,Tungstopterin
DB01794,W-molybdopterin cofactor
DB01795,Benzeneboronic acid
DB01795,Borophenylic acid
DB01795,dihydroxy(phenyl)borane
DB01795,Phenyldihydroxyborane
DB01796,Quinolinic Acid
DB01797,"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1H-imidazol-3-ium"
DB01798,Ethyl Dihydrogen Diphosphate
DB01799,4-Hydroxy-3-Methyl Butyl Diphosphate
DB01800,2-hydroxy-5-nitrophenyl hydrogen sulfate
DB01800,2-Hydroxy-5-nitrophenyl sulfate
DB01800,4-Nitrocatechol sulfate
DB01800,p-Nitrocatechol sulfate
DB01800,para-Nitrocatechol sulfate
DB01802,"(4R)-7-Aza-7,8-dihydrolimonene"
DB01803,2-(Trimethylammonium)Ethyl Thiol
DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate"
DB01805,Monoisopropylphosphorylserine
DB01806,10-decarboxymethylaclacinomycin A
DB01806,DCMAA
DB01807,"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea"
DB01808,Thiarsahydroxy-Cysteine
DB01809,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"
DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester"
DB01811,"3h-Indole-5,6-Diol"
DB01812,3'-Phosphoadenosine 5'-phosphate
DB01812,"3',5'-ADP"
DB01812,Adenosine 3'-phosphate-5'-phosphate
DB01812,"Adenosine 3',5'-bismonophosphate"
DB01812,"Adenosine 3',5'-diphosphate"
DB01812,Phosphoadenosine phosphate
DB01813,Pyridoxyl-Glutamic Acid-5'-Monophosphate
DB01814,2-Tridecanoyloxy-Pentadecanoic Acid
DB01815,Nz-(Dicarboxymethyl)Lysine
DB01816,"(1S-(1α,6β,7α,8β,8αβ))-octahydro-1,6,7,8-indolizinetetrol"
DB01816,"(1S,6S,7R,8R,8aR)-1,6,7,8-tetrahydroxyindolizidine"
DB01816,"1,6,7,8-tetrahydroxyoctahydroindolizine"
DB01816,Castanospermine
DB01817,Threonine-Aspartic Ester
DB01818,O3-Sulfonylgalactose
DB01819,Phosphoenolpyruvate
DB01820,2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid
DB01821,"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide"
DB01822,"D-4,5-Dihydroxy-1,2-dithiane"
DB01822,Dithiane Diol
DB01823,Beta-D-Glucopyranose Spirohydantoin
DB01824,"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate"
DB01825,2-amino-8-methyl-4(1H)-quinazolinone
DB01826,N-Butyl Isocyanide
DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide"
DB01828,Methylamine
DB01829,"Coenzyme A, desulfo"
DB01829,Desulfo-coa
DB01829,Desulfo-coenzyme A
DB01831,Tryptophanyl-5'amp
DB01832,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid
DB01833,(L)-Canavanine
DB01833,2-Amino-4-(guanidinooxy)butyric acid
DB01833,Canavanin
DB01833,Canavanine
DB01833,L-Canavanine
DB01833,O-((Aminoiminomethyl)amino)-L-homoserine
DB01834,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene"
DB01835,4R-Fluoro-N6-ethanimidoyl-L-lysine
DB01836,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone"
DB01837,"L-Serine, acetate (ester)"
DB01837,O3-acetyl-L-serine
DB01838,"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone"
DB01839,"1,2-dihydroxypropane"
DB01839,"1,2-Propanediol"
DB01839,"1,2-Propylenglykol"
DB01839,2-hydroxypropanol
DB01839,isopropylene glycol
DB01839,methyl glycol
DB01839,methylethyl glycol
DB01839,methylethylene glycol
DB01839,monopropylene glycol
DB01839,"Propane-1,2-diol"
DB01839,Propylene glycol
DB01839,α-propyleneglycol
DB01840,2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate
DB01841,"4,6-Dideoxyglucose"
DB01842,3'-Phosphate-Adenosine-5'-Diphosphate
DB01843,"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione"
DB01844,Dimethylformamide
DB01844,N-Formyldimethylamine
DB01844,"N,N-Dimethylmethanamide"
DB01846,Oxidized coenzyme A
DB01847,N-Carbamyl-D-Valine
DB01849,"2,4-Dioxotetrahydropyrimidine"
DB01849,"5,6-Dihydro-2,4-dihydroxypyrimidine"
DB01849,"5,6-dihydrouracil"
DB01849,"Dihydro-2,4(1H,3H)-pyrimidinedione"
DB01849,Dihydrouracile
DB01849,Hydrouracil
DB01850,"(2S,3S,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid"
DB01851,Tetrabutylammonium Ion
DB01853,Bacterio-chlorophyll A
DB01853,Bacteriochlorophyll A
DB01854,5-Bromonicotinamide
DB01855,5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid
DB01856,Pimelic Acid
DB01857,Phosphoaspartate
DB01858,[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate
DB01859,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol
DB01859,4-CDP-2-C-methyl-D-erythritol 2-phosphate
DB01860,Cordycepin Triphosphate
DB01861,5'-Diphosphoglucose
DB01861,Co-galactoisomerase
DB01861,Co-waldenase
DB01861,Cogalactoisomerase
DB01861,UDP-Glucose
DB01861,UDPG
DB01861,Uridine 5'-pyrophosphate glucose ester
DB01861,Uridine diphosphate glucose
DB01861,Uridine-5'-Diphosphoglucose
DB01862,IPTG
DB01862,Isopropyl beta-D-thiogalactopyranoside
DB01862,isopropyl thiogalactoside
DB01862,isopropyl β-D-1-thiogalactopyranoside
DB01862,isopropyl β-D-thiogalactopyranoside
DB01862,isopropyl β-D-thiogalactoside
DB01862,isopropyl-β-D-thiogalactopyranoside
DB01862,isopropyl-β-D-thiogalactoside
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate"
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate
DB01864,gamma-Thio-GTP
DB01864,GTP gamma S
DB01864,Guanosine 5'-(gamma-S)triphosphate
DB01864,guanosine 5'-[gamma-thio]triphosphate
DB01864,Guanosine 5'-O-(3-thiotriphosphate)
DB01865,3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide
DB01868,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate
DB01870,"1,4-dithio-alpha-D-glucopyranose"
DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester
DB01872,2-deoxy-2-acetamido-beta-D-galactose-4-sulfate
DB01873,(-)-desoxyepothilone B
DB01873,"12,13-desoxyepothilone B"
DB01873,Desoxyepothilone B
DB01874,Tropinone
DB01875,Xanthazol
DB01876,Bis(5-Amidino-2-Benzimidazolyl)Methanone
DB01877,"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide"
DB01878,Benzophenone
DB01878,Benzoylbenzene
DB01878,Diphenyl ketone
DB01878,Diphenylmethanone
DB01878,α-oxodiphenylmethane
DB01878,α-oxoditane
DB01879,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid
DB01881,"2-Methylpentane-1,2,4-Triol"
DB01882,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol"
DB01883,N-(Sulfanylacetyl)Tyrosylprolylmethioninamide
DB01884,2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One
DB01885,D-Galctopyranosyl-1-On
DB01887,Inhibitor BEA369
DB01887,"N,N-[2,5-O-Dibenzyl-glucaryl]-DI-[1-amino-indan-2-OL]"
DB01888,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide"
DB01889,"16,17-Androstene-3-Ol"
DB01890,"D-Gluconamide, N,N'-((((3alpha,5beta,12alpha)-3,12-dihydroxy-24-oxocholan-24-yl)imino)di-3,1-propanediyl)bis-"
DB01890,Deoxy-bigchap
DB01890,"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide"
DB01890,"N,N'-((((3alpha,5beta,12alpha)-3,12-Dihydroxy-24-oxocholan-24-yl)imino)di-3,1-propandiyl)bis-D-gluconamide"
DB01892,Hiperforina
DB01892,Hyperforin
DB01892,Hyperforine
DB01893,N6-Benzyl Adenosine-5'-Diphosphate
DB01895,Aspartyl-Adenosine-5'-Monophosphate
DB01896,M-Aminophenylboronic Acid
DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride
DB01898,"(2S,3S)-2-azanyl-3-methyl-pentanedioic acid"
DB01898,(3S)-3-methyl-L-glutamic acid
DB01899,Nd1-Phosphonohistidine
DB01901,Sucrose octasulfate
DB01901,Sucrosofate
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione"
DB01903,5-Bromo-2'-deoxyuridine 5'-(dihydrogen phosphate)
DB01905,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine
DB01906,"3-(5-amino-7-hydroxy-(1,2,3)triazolo(4,5-d)pyrimidin-2-yl)benzoic acid"
DB01909,Alfadex
DB01910,"(2S,5S)-2,5-diamino-6-[(2R,3S,R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]hexanoic acid"
DB01910,"6,9-Diamino-1-(6-amino-9H-purin-9-yl)-1,5,6,7,8,9-hexadeoxy-beta-D-ribo-decofuranuronic acid"
DB01910,"6,9-Diamino-1-(6-amino-9H-purin-9-yl)-1,5,6,7,8,9-hexadeoxydecofuranuronic acid"
DB01910,Adenosyl-ornithine
DB01910,Sinefungin
DB01910,sinefungina
DB01910,sinefungine
DB01910,sinefunginum
DB01911,N-Methylmesoporphyrin
DB01912,"2,2':6',2''-Terpyridine Platinum(Ii)"
DB01914,aldehydo-D-glucose
DB01914,Anhydrous dextrose
DB01914,D-Glucose in linear form
DB01914,"D-glucose, anhydrous"
DB01914,D(+)-Glucose
DB01914,Dextrose anhydrous
DB01914,"Dextrose, anhydrous"
DB01914,Glucose anhydrous
DB01914,"Glucose, anhydrous"
DB01915,S-Hydroxycysteine
DB01917,"1,4-Diaminobutane"
DB01917,putrescina
DB01917,Putrescine
DB01918,[Methyltelluro]Acetate
DB01919,Pentanal
DB01920,1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose
DB01921,Xylose-derived lactam oxime
DB01922,"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam"
DB01923,L-Xylulose 5-Phosphate
DB01924,Benzhydroxamic Acid
DB01925,"2'-Chloro-Biphenyl-2,3-Diol"
DB01926,Carboxymycobactin S
DB01929,"5-Chloryl-2,4,6-quinazolinetriamine"
DB01930,"2,4-Dihydroxy-3,3-Dimethyl-Butyrate"
DB01931,"5,7-Dcka"
DB01931,"5,7-Dichlorokynurenic acid"
DB01931,"5,7-Dichloroquinurenic acid"
DB01931,"5,7-Dichorokynurenic acid"
DB01932,5-Methylpyrrole
DB01934,Arylomycin A2
DB01935,3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid
DB01937,2'-GMP
DB01937,2'-guanylic acid
DB01937,2'-O-phosphoguanosine
DB01937,Guanosine 2'-phosphate
DB01937,Guanosine-2'-monophosphate
DB01938,L-Histidine Beta Naphthylamide
DB01939,5-Amidino-Benzimidazole
DB01940,Balanol Analog 2
DB01942,Acide formique
DB01942,Ameisensäure
DB01942,Aminic acid
DB01942,Bilorin
DB01942,Formic acid
DB01942,Formylic acid
DB01942,Hydrogen carboxylic acid
DB01942,Methanoic acid
DB01944,(S)-blebbistatin
DB01945,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate
DB01948,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One"
DB01949,"2-Amino-N,3,3-Trimethylbutanamide"
DB01952,"1,N6-Ethenoadenine"
DB01953,Inhibitor of P38 Kinase
DB01954,4-(3-(Cyclopentyloxy)-4-methoxyphenyl)-2-pyrrolidinone
DB01954,Rolipram
DB01954,Rolipramum
DB01955,"1,4-Butanediol"
DB01956,Aminoethylsulfonic acid
DB01956,Taurine
DB01956,Taurineold
DB01957,3-Chlorophenol
DB01958,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine"
DB01959,"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester"
DB01960,"7-methyl-7,8-dihydroguanosine-5'-diphosphate"
DB01961,3'-CMP
DB01961,3'-Cytidylic acid
DB01961,Cytidine 3'-monophosphate
DB01961,Cytidine 3'-phosphate
DB01961,Cytidine-3'-monophosphate
DB01963,Phenylethane Boronic Acid
DB01965,"2'-Deoxyuridine 5'-alpha,beta-imido-triphosphate"
DB01966,Di-Stearoyl-3-Sn-Phosphatidylethanolamine
DB01967,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide"
DB01968,2-Thioethenamine
DB01969,Trifluoroacetonyl coenzyme A
DB01970,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide"
DB01971,(2E)-3-(1H-imidazol-4-yl)acrylic acid
DB01971,(E)-3-(1H-imidazol-4-yl)-2-propenoic acid
DB01971,Urocanic acid
DB01973,O-Benzylsulfonyl-Serine
DB01974,"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid"
DB01975,alpha-beta methylene ADP-ribose
DB01975,AMPCPR
DB01977,6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine
DB01978,"7,9-Dimethylguanine"
DB01979,Methyl alpha-D-mannoside
DB01980,Para-Iodo-D-Phenylalanine Hydroxamic Acid
DB01981,"3,6-Anhydro-2-(hydrogen sulfate)-alpha-D-galactopyranose"
DB01982,D-Mannuronic Acid
DB01983,2(S)-Amino-6-Boronohexanoic Acid
DB01984,(4S)-5-[[(1S)-1-Carboxy-2-cyclohexylethyl]amino]-4-[[(2S)-2-[[(3R)-4-cyclohexyl-2-oxo-3-(phenylmethoxycarbonylamino)butanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-oxopentanoic acid
DB01985,N-Ac-L-Arg-OH
DB01985,N-acetyl-L-arginine
DB01985,N-alpha-L-acetyl-arginine
DB01985,N2-Acetyl-L-arginine
DB01986,3-Fluoro-2-Methyl-Aniline
DB01987,Cocarboxylase
DB01987,Thiamine diphosphate
DB01987,Thiamine pyrophosphate
DB01988,6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine
DB01989,Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome
DB01989,Methyl N-{[(1R)-1-({1-[(benzyloxy)carbonyl]-L-prolyl-6-ammonio-L-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-L-alanyl-L-prolinate
DB01990,Cholest-5-en-3beta-ol sulfate
DB01990,Cholesterol 3-sulfate
DB01990,Cholesterol 3-sulphate
DB01990,Cholesterol hydrogen sulfate
DB01990,Cholesterol hydrogen sulphate
DB01990,Cholesterol sulfate
DB01990,Cholesterol sulphate
DB01990,Cholesterol-Sulfate
DB01990,Cholesteryl sulphate
DB01992,3'-phosphoadenosine-(5')diphospho(4')pantatheine
DB01992,CoA
DB01992,CoA-SH
DB01992,CoASH
DB01992,Coenzyme A
DB01992,HSCoA
DB01993,N-(5'-Phosphopyridoxyl)-D-Alanine
DB01994,"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol"
DB01995,5-methyl-CMP
DB01995,5-methylcytidine 5'-monophosphate
DB01995,5-methylcytidine-5'-monophosphate
DB01995,5-methylcytidylic acid
DB01997,3-Bromo-7-Nitroindazole
DB01998,"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol"
DB01999,"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine"
DB02001,"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine"
DB02002,2-Aminoprop-2-Enamide
DB02004,"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine"
DB02005,2-Oxo-3-Pentenoic Acid
DB02006,Br-Coeleneterazine
DB02007,6-O-phosphono-α-D-glucopyranose
DB02007,alpha-D-Glucopyranose 6-phosphate
DB02007,alpha-D-glucose 6-phosphate
DB02008,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine
DB02011,N-(Phosphonoacetyl)-L-Ornithine
DB02013,Iron azide hydrate
DB02013,Monoazido-mu-oxo-diiron
DB02013,Monoazido-μ-Oxo-Diiron
DB02014,5-{2-fluoro-5-[3-(3-hydroxy-2-methoxycarbonyl-phenoxy)-propenyl]-phenyl}-isoxazole-3-carboxylic acid
DB02016,R048-8071
DB02017,Imidazole-Derived Cellobiose
DB02018,Amido Phenyl Pyruvic Acid
DB02019,Acetyl Dithranol
DB02020,Alrestatin
DB02021,"(S,S)-fidarestat"
DB02021,Aldos
DB02021,Fidarestat
DB02022,4-Amino-5-Hydroxymethyl-2-Methylpyrimidine
DB02023,"2'-deoxy-7,8-dihydro-8-oxo-5'-guanylic acid"
DB02023,"2'-deoxy-7,8-dihydro-8-oxoguanosine 5'-monophosphate"
DB02023,8-hydroxydeoxyguanosine 5'-monophosphate
DB02023,8-OH-Dgmp
DB02023,8-oxo-2'-deoxyguanosine-5'-monophosphate
DB02023,8-oxo-dGMP
DB02024,3-phenyl-propionic acid
DB02024,3-phenylpropanoic acid
DB02024,3-phenylpropionic acid
DB02024,3-Phenylpropionsäure
DB02024,3PP
DB02024,beta-Phenylpropionic acid
DB02024,Hydrocinnamic acid
DB02024,Phenylpropanoate
DB02025,(alpha-Aminoadipyl)-cys-val
DB02025,5-(2-Aminoad)-cys-val
DB02025,AADCV
DB02025,ACV
DB02025,ACV tripeptide
DB02025,delta(L-2-Aminoadipyl)-L-cysteinyl-D-valine
DB02025,L-delta-(alpha-Aminoadipoyl)-L-cysteinyl-D-valine
DB02025,N-[L-5-Amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
DB02026,"Furo[2,3d]Pyrimidine Antifolate"
DB02027,1-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-3-nitroguanidine
DB02027,N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine
DB02028,"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]"
DB02029,N-Cyclohexyl-N'-(4-Iodophenyl)Urea
DB02030,Alpha-Ribazole-5'-Phosphate
DB02031,"(6S)-5,6,7,8-tetrahydrofolate"
DB02031,"(6S)-5,6,7,8-tetrahydrofolic acid"
DB02031,"(6S)-5,6,7,8-tetrahydropteroylglutamate"
DB02031,(6S)-H4folate
DB02031,(6S)-tetrahydrofolate
DB02031,(6S)-Tetrahydrofolic acid
DB02031,(6S)-THFA
DB02032,(2S)-1-((2R)-2-Methyl-3-sulfanylpropanoyl)pyrrolidine-2-carboxylic acid
DB02032,2-D-Methyl-3-mercaptopropanoyl-L-proline
