drug_id,category
DB01076,Cytochrome P-450 CYP2C8 Substrates
DB01076,Cytochrome P-450 CYP2C9 Inhibitors
DB01076,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01076,Cytochrome P-450 CYP2D6 Inhibitors
DB01076,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01076,Cytochrome P-450 CYP3A Substrates
DB01076,Cytochrome P-450 CYP3A4 Substrates
DB01076,Cytochrome P-450 CYP3A5 Substrates
DB01076,Cytochrome P-450 CYP3A7 Substrates
DB01076,Cytochrome P-450 Enzyme Inducers
DB01076,Cytochrome P-450 Enzyme Inhibitors
DB01076,Cytochrome P-450 Substrates
DB01076,Enzyme Inhibitors
DB01076,Fatty Acids
DB01076,Heptanoic Acids
DB01076,Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB01076,Hypolipidemic Agents
DB01076,Hypolipidemic Agents Indicated for Hyperlipidemia
DB01076,Lipid Modifying Agents
DB01076,"Lipid Modifying Agents, Plain"
DB01076,Lipid Regulating Agents
DB01076,Lipids
DB01076,OATP1B1/SLCO1B1 Inhibitors
DB01076,OATP1B1/SLCO1B1 Substrates
DB01076,OATP1B3 substrates
DB01076,OATP2B1/SLCO2B1 substrates
DB01076,P-glycoprotein inhibitors
DB01076,P-glycoprotein substrates
DB01076,Toxic Actions
DB01076,UGT1A1 Substrates
DB01076,UGT1A3 substrates
DB01077,Bisphosphonates
DB01077,Bone Density Conservation Agents
DB01077,Drugs Affecting Bone Structure and Mineralization
DB01077,Drugs for Treatment of Bone Diseases
DB01077,Musculo-Skeletal System
DB01077,Organophosphonates
DB01077,Organophosphorus Compounds
DB01078,Antiarrhythmic agents
DB01078,Carbohydrates
DB01078,Cardanolides
DB01078,Cardenolides
DB01078,Cardiac Glycosides
DB01078,Cardiac Therapy
DB01078,Cardiotonic Agents
DB01078,Cardiovascular Agents
DB01078,"Compounds used in a research, industrial, or household setting"
DB01078,Digitalis Glycosides
DB01078,Enzyme Inhibitors
DB01078,Fused-Ring Compounds
DB01078,Glycosides
DB01078,Lanatosides
DB01078,Protective Agents
DB01078,Steroids
DB01079,Alimentary Tract and Metabolism
DB01079,Antidepressive Agents
DB01079,BCRP/ABCG2 Substrates
DB01079,Central Nervous System Depressants
DB01079,Cytochrome P-450 CYP1A2 Inhibitors
DB01079,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
DB01079,Cytochrome P-450 CYP2C8 Inhibitors
DB01079,Cytochrome P-450 CYP2C8 Inhibitors (weak)
DB01079,Cytochrome P-450 CYP2D6 Inhibitors
DB01079,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
DB01079,Cytochrome P-450 CYP2D6 Substrates
DB01079,Cytochrome P-450 CYP2E1 Inhibitors
DB01079,Cytochrome P-450 CYP2E1 Inhibitors (weak)
DB01079,Cytochrome P-450 Enzyme Inhibitors
DB01079,Cytochrome P-450 Substrates
DB01079,Drugs for Constipation
DB01079,Gastrointestinal Agents
DB01079,"Heterocyclic Compounds, Fused-Ring"
DB01079,Laxatives
DB01079,P-glycoprotein substrates
DB01079,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01079,Serotonin 4 Receptor Agonists
DB01079,Serotonin 5-HT2 Receptor Antagonists
DB01079,Serotonin 5-HT2A Receptor Antagonists
DB01079,Serotonin 5-HT2C Receptor Antagonists
DB01079,Serotonin Agents
DB01079,Serotonin Receptor Antagonists
DB01079,Serotonin-4 Receptor Agonist
DB01080,"Acids, Acyclic"
DB01080,Aminobutyrates
DB01080,Anti-epileptic Agent
DB01080,Anticonvulsants
DB01080,Butyrates
DB01080,Central Nervous System Agents
DB01080,Central Nervous System Depressants
DB01080,Cytochrome P-450 CYP2C9 Inducers
DB01080,Cytochrome P-450 CYP2C9 Inducers (strength unknown)
DB01080,Cytochrome P-450 Enzyme Inducers
DB01080,Enzyme Inhibitors
DB01080,Fatty Acid Derivatives
DB01080,Fatty Acids
DB01080,GABA Agents
DB01080,Lipids
DB01080,Miscellaneous Anticonvulsants
DB01080,Nervous System
DB01080,Neurotransmitter Agents
DB01081,Alimentary Tract and Metabolism
DB01081,Analgesics
DB01081,Antidiarrheals
DB01081,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
DB01081,Antipropulsives
DB01081,Central Nervous System Agents
DB01081,Central Nervous System Depressants
DB01081,Gastrointestinal Agents
DB01081,Isonipecotic Acids
DB01081,Opioids
DB01081,Peripheral Nervous System Agents
DB01081,Piperidines
DB01081,Sensory System Agents
DB01081,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01082,Agents that produce neuromuscular block (indirect)
DB01082,Alimentary Tract and Metabolism
DB01082,Aminoglycoside Antibacterials
DB01082,Anti-Bacterial Agents
DB01082,Anti-Infective Agents
DB01082,Antibacterials for Systemic Use
DB01082,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
DB01082,Antiinfectives for Systemic Use
DB01082,Antimycobacterials
DB01082,Drugs for Treatment of Tuberculosis
DB01082,Drugs that are Mainly Renally Excreted
DB01082,Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index
DB01082,Glycosides
DB01082,Intestinal Antiinfectives
DB01082,Narrow Therapeutic Index Drugs
DB01082,Nephrotoxic agents
DB01082,OAT1/SLC22A6 inhibitors
DB01082,Protein Synthesis Inhibitors
DB01082,Streptomycins
DB01083,Alimentary Tract and Metabolism
DB01083,Anti-Obesity Agents
DB01083,"Antiobesity Preparations, Excl. Diet Products"
DB01083,Cytochrome P-450 CYP3A Inducers
DB01083,Cytochrome P-450 CYP3A4 Inducers
DB01083,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
DB01083,Cytochrome P-450 Enzyme Inducers
DB01083,Enzyme Inhibitors
DB01083,Intestinal Lipase Inhibitor
DB01083,Lactones
DB01083,Lipase Inhibitors
DB01083,Lipid Regulating Agents
DB01083,Miscellaneous GI Drugs
DB01083,Peripherally Acting Antiobesity Products
DB01084,Anti-Allergic Agents
DB01084,Decongestants and Antiallergics
DB01084,"Heterocyclic Compounds, Fused-Ring"
DB01084,Histamine Agents
DB01084,Histamine Antagonists
DB01084,Histamine H1 Antagonists
DB01084,Histamine H1 Inhibitors
DB01084,Moderate Risk QTc-Prolonging Agents
DB01084,Neurotransmitter Agents
DB01084,Ophthalmologicals
DB01084,QTc Prolonging Agents
DB01084,Sensory Organs
DB01085,Alkaloids
DB01085,Antiglaucoma Preparations and Miotics
DB01085,Autonomic Agents
DB01085,Cholinergic Agents
DB01085,Cholinergic Agonists
DB01085,Cholinergic Receptor Agonist
DB01085,Cytochrome P-450 CYP2A6 Inhibitors
DB01085,Cytochrome P-450 CYP2A6 Inhibitors (strong)
DB01085,Cytochrome P-450 CYP2A6 Substrates
DB01085,Cytochrome P-450 CYP3A Inhibitors
DB01085,Cytochrome P-450 CYP3A4 Inhibitors
DB01085,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01085,Cytochrome P-450 Enzyme Inhibitors
DB01085,Cytochrome P-450 Substrates
DB01085,Miotics
DB01085,Muscarinic Agonists
DB01085,Nervous System
DB01085,Neurotransmitter Agents
DB01085,Ophthalmologicals
DB01085,Parasympathomemetic (Cholinergic) Agents
DB01085,Parasympathomimetics
DB01085,Peripheral Nervous System Agents
DB01085,Sensory Organs
DB01086,"Acids, Carbocyclic"
DB01086,Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use
DB01086,Aminobenzoates
DB01086,Anesthetics
DB01086,Anesthetics for Topical Use
DB01086,"Anesthetics, Local"
DB01086,Antipruritics and Local Anesthetics
DB01086,"Antipruritics, Incl. Antihistamines, Anesthetics, Etc."
DB01086,Benzene Derivatives
DB01086,Benzoates
DB01086,Cell-mediated Immunity
DB01086,Central Nervous System Agents
DB01086,Central Nervous System Depressants
DB01086,Cytochrome P-450 CYP1A2 Substrates
DB01086,Cytochrome P-450 CYP2B6 Substrates
DB01086,Cytochrome P-450 CYP2C19 Substrates
DB01086,Cytochrome P-450 CYP2D6 Substrates
DB01086,Cytochrome P-450 CYP2E1 Substrates
DB01086,Cytochrome P-450 Substrates
DB01086,Dermatologicals
DB01086,Esters of Aminobenzoic Acid
DB01086,Increased Histamine Release
DB01086,Local Anesthetics (Ester)
DB01086,Methemoglobinemia Associated Agents
DB01086,Nervous System
DB01086,P-glycoprotein inhibitors
DB01086,para-Aminobenzoates
DB01086,Peripheral Nervous System Agents
DB01086,Sensory System Agents
DB01086,Standardized Chemical Allergen
DB01086,Throat Preparations
DB01086,Vasoprotectives
DB01087,Aminoquinolines
DB01087,Anti-Infective Agents
DB01087,Antibiotics for Pneumocystis Pneumonia
DB01087,Antimalarials
DB01087,Antiparasitic Agents
DB01087,"Antiparasitic Products, Insecticides and Repellents"
DB01087,Antiprotozoals
DB01087,Cytochrome P-450 CYP1A2 Inducers
DB01087,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
DB01087,Cytochrome P-450 CYP1A2 Substrates
DB01087,Cytochrome P-450 CYP2D6 Inhibitors
DB01087,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
DB01087,Cytochrome P-450 CYP2D6 Inhibitors (weak)
DB01087,Cytochrome P-450 CYP3A Inhibitors
DB01087,Cytochrome P-450 CYP3A Substrates
DB01087,Cytochrome P-450 CYP3A4 Inhibitors
DB01087,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
DB01087,Cytochrome P-450 CYP3A4 Substrates
DB01087,Cytochrome P-450 Enzyme Inducers
DB01087,Cytochrome P-450 Enzyme Inhibitors
DB01087,Cytochrome P-450 Substrates
DB01087,"Heterocyclic Compounds, Fused-Ring"
DB01087,Methemoglobinemia Associated Agents
DB01087,Moderate Risk QTc-Prolonging Agents
DB01087,P-glycoprotein inhibitors
DB01087,QTc Prolonging Agents
DB01087,Quinolines
DB01088,Agents Causing Muscle Toxicity
DB01088,Antiplatelet agents
DB01088,Autacoids
DB01088,Biological Factors
DB01088,Blood and Blood Forming Organs
DB01088,Cardiovascular Agents
DB01088,Eicosanoids
DB01088,Fatty Acids
DB01088,"Fatty Acids, Unsaturated"
DB01088,Hematologic Agents
DB01088,Hypotensive Agents
DB01088,Inflammation Mediators
DB01088,Lipids
DB01088,OATP2B1/SLCO2B1 substrates
DB01088,Platelet Aggregation Inhibitors Excl. Heparin
DB01088,Prostacyclin Analogues
DB01088,Prostaglandins
DB01088,"Prostaglandins, Synthetic"
DB01088,Vasodilating Agents
DB01089,Alkaloids
DB01089,"Antiadrenergic Agents, Centrally Acting"
DB01089,Antihypertensive Agents
DB01089,Catecholamine-depleting Sympatholytic
DB01089,Decreased Sympathetic Activity
DB01089,"Heterocyclic Compounds, Fused-Ring"
DB01089,Indole Alkaloids
DB01089,Indoles
DB01089,Indolizidines
DB01089,Indolizines
DB01089,Secologanin Tryptamine Alkaloids
DB01090,Anticholinergic Agents
DB01090,Antihypertensive Agents
DB01090,Autonomic Agents
DB01090,Cardiovascular Agents
DB01090,Cholinergic Agents
DB01090,Ganglion Blockers
DB01090,Neurotransmitter Agents
DB01090,Nicotinic Antagonists
DB01090,Peripheral Nervous System Agents
DB01090,Pyrrolidines
DB01091,Amines
DB01091,Anti-Infective Agents
DB01091,Antifungal Agents
DB01091,Antifungals for Dermatological Use
DB01091,Antifungals for Topical Use
DB01091,Benzene Derivatives
DB01091,Benzyl Compounds
DB01091,Benzylamine Antifungal
DB01091,Benzylamines
DB01091,Dermatologicals
DB01092,Carbohydrates
DB01092,Cardanolides
DB01092,Cardenolides
DB01092,Cardiac Glycosides
DB01092,Cardiac Therapy
DB01092,Cardiotonic Agents
DB01092,Cardiovascular Agents
DB01092,"Compounds used in a research, industrial, or household setting"
DB01092,Enzyme Inhibitors
DB01092,Fused-Ring Compounds
DB01092,Glycosides
DB01092,OAT3/SLC22A8 Inhibitors
DB01092,OATP1B1/SLCO1B1 Inhibitors
DB01092,OATP1B1/SLCO1B1 Substrates
DB01092,OATP1B3 substrates
DB01092,Protective Agents
DB01092,Steroids
DB01092,Strophanthins
DB01092,Strophanthus Glycosides
DB01093,Antioxidants
DB01093,"Compounds used in a research, industrial, or household setting"
DB01093,Cryoprotective Agents
DB01093,Cytochrome P-450 CYP2C19 Inhibitors
DB01093,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
DB01093,Cytochrome P-450 CYP2D6 Inhibitors
DB01093,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01093,Cytochrome P-450 CYP3A Inhibitors
DB01093,Cytochrome P-450 CYP3A4 Inhibitors
DB01093,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01093,Cytochrome P-450 Enzyme Inhibitors
DB01093,Drugs that are Mainly Renally Excreted
DB01093,Free Radical Scavengers
DB01093,Genito Urinary System and Sex Hormones
DB01093,Kinase Inhibitor
DB01093,Miscellaneous Therapeutic Agents
DB01093,Musculo-Skeletal System
DB01093,Protective Agents
DB01093,Solvents
DB01093,Sulfoxides
DB01093,Sulfur Compounds
DB01093,Topical Products for Joint and Muscular Pain
DB01093,Urologicals
DB01094,BCRP/ABCG2 Inhibitors
DB01094,Benzopyrans
DB01094,Carbohydrates
DB01094,Chromones
DB01094,Cytochrome P-450 CYP1A2 Substrates
DB01094,Cytochrome P-450 Substrates
DB01094,Flavanones
DB01094,Flavonoids
DB01094,Glycosides
DB01094,"Heterocyclic Compounds, Fused-Ring"
DB01094,Pyrans
DB01095,Agents Causing Muscle Toxicity
DB01095,Cytochrome P-450 CYP1A1 Substrates
DB01095,Cytochrome P-450 CYP2B6 Inducers
DB01095,Cytochrome P-450 CYP2B6 Inducers (strength unknown)
DB01095,Cytochrome P-450 CYP2C19 Inhibitors
DB01095,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
DB01095,Cytochrome P-450 CYP2C8 Inhibitors
DB01095,Cytochrome P-450 CYP2C8 Inhibitors (moderate)
DB01095,Cytochrome P-450 CYP2C8 Substrates
DB01095,Cytochrome P-450 CYP2C9 Inhibitors
DB01095,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01095,Cytochrome P-450 CYP2C9 Substrates
DB01095,Cytochrome P-450 CYP2D6 Substrates
DB01095,Cytochrome P-450 CYP3A Inhibitors
DB01095,Cytochrome P-450 CYP3A Substrates
DB01095,Cytochrome P-450 CYP3A4 Inhibitors
DB01095,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01095,Cytochrome P-450 CYP3A4 Substrates
DB01095,Cytochrome P-450 CYP3A5 Substrates
DB01095,Cytochrome P-450 Enzyme Inducers
DB01095,Cytochrome P-450 Enzyme Inhibitors
DB01095,Cytochrome P-450 Substrates
DB01095,Fatty Acids
DB01095,Heptanoic Acids
DB01095,"Heterocyclic Compounds, Fused-Ring"
DB01095,Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB01095,Hypolipidemic Agents
DB01095,Hypolipidemic Agents Indicated for Hyperlipidemia
DB01095,Indoles
DB01095,Lipid Modifying Agents
DB01095,"Lipid Modifying Agents, Plain"
DB01095,Lipid Regulating Agents
DB01095,Lipids
DB01095,OATP1B1/SLCO1B1 Inhibitors
DB01095,OATP1B1/SLCO1B1 Substrates
DB01095,OATP1B3 substrates
DB01095,UGT1A1 Substrates
DB01095,UGT1A3 substrates
DB01095,UGT2B7 substrates
DB01096,Anthelmintics
DB01096,Anti-Infective Agents
DB01096,Antihelminthic
DB01096,Antiparasitic Agents
DB01096,"Antiparasitic Products, Insecticides and Repellents"
DB01096,Antiplatyhelmintic Agents
DB01096,Antitrematodals
DB01096,Cytochrome P-450 CYP2D6 Inhibitors
DB01096,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01096,Cytochrome P-450 CYP2D6 Substrates
DB01096,Cytochrome P-450 Enzyme Inhibitors
DB01096,Cytochrome P-450 Substrates
DB01096,"Heterocyclic Compounds, Fused-Ring"
DB01096,Hydroxyquinolines
DB01096,Nitroquinolines
DB01096,Quinoline Derivatives and Related Substances
DB01096,Quinolines
DB01096,Schistosomicides
DB01097,Adjuvants
DB01097,Agents Causing Muscle Toxicity
DB01097,Antineoplastic and Immunomodulating Agents
DB01097,Antirheumatic Agents
DB01097,BCRP/ABCG2 Substrates
DB01097,Cytochrome P-450 CYP1A2 Substrates
DB01097,Cytochrome P-450 CYP2C9 Inhibitors
DB01097,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01097,Cytochrome P-450 CYP2C9 Substrates
DB01097,Cytochrome P-450 Enzyme Inhibitors
DB01097,Cytochrome P-450 Substrates
DB01097,Dihydroorotate dehydrogenase (DHODH) inhibitors
DB01097,Disease-modifying Antirheumatic Agents
DB01097,Enzyme Inhibitors
DB01097,Hepatotoxic Agents
DB01097,Immunologic Factors
DB01097,Immunosuppressive Agents
DB01097,Isoxazoles
DB01097,Selective Immunosuppressants
DB01098,Agents Causing Muscle Toxicity
DB01098,Alimentary Tract and Metabolism
DB01098,Amides
DB01098,Anticholesteremic Agents
DB01098,BCRP/ABCG2 Substrates
DB01098,BSEP/ABCB11 Substrates
DB01098,Cytochrome P-450 CYP2C9 Substrates
DB01098,Cytochrome P-450 CYP3A Inhibitors
DB01098,Cytochrome P-450 CYP3A Substrates
DB01098,Cytochrome P-450 CYP3A4 Substrates
DB01098,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
DB01098,Cytochrome P-450 CYP3A5 Inhibitors
DB01098,Cytochrome P-450 Enzyme Inhibitors
DB01098,Cytochrome P-450 Substrates
DB01098,Drugs Used in Diabetes
DB01098,Enzyme Inhibitors
DB01098,Fluorobenzenes
DB01098,Genito Urinary System and Sex Hormones
DB01098,Gynecological Antiinfectives and Antiseptics
DB01098,"Hydrocarbons, Fluorinated"
DB01098,"Hydrocarbons, Halogenated"
DB01098,Hydroxymethylglutaryl-CoA Reductase Inhibitors
DB01098,Hypolipidemic Agents
DB01098,Hypolipidemic Agents Indicated for Hyperlipidemia
DB01098,Lipid Modifying Agents
DB01098,"Lipid Modifying Agents, Plain"
DB01098,Lipid Regulating Agents
DB01098,OAT3/SLC22A8 Inhibitors
DB01098,OAT3/SLC22A8 Substrates
DB01098,OATP1B1/SLCO1B1 Inhibitors
DB01098,OATP1B1/SLCO1B1 Substrates
DB01098,Pyrimidines
DB01098,Sulfonamides
DB01098,Sulfones
DB01098,Sulfur Compounds
DB01099,Anti-Infective Agents
DB01099,Antifungal Agents
DB01099,Antifungals for Dermatological Use
DB01099,Antifungals for Topical Use
DB01099,Antiinfectives for Systemic Use
DB01099,Antimetabolites
DB01099,Antimycotics for Systemic Use
DB01099,Cytosine
DB01099,Dermatologicals
DB01099,Drugs causing inadvertant photosensitivity
DB01099,Drugs that are Mainly Renally Excreted
DB01099,Fluorouracil and prodrugs
DB01099,Immunosuppressive Agents
DB01099,Myelosuppressive Agents
DB01099,Noxae
DB01099,Nucleoside Analog Antifungal
DB01099,Photosensitizing Agents
DB01099,Pyrimidines
DB01099,Pyrimidinones
DB01099,Toxic Actions
DB01100,Agents that reduce seizure threshold
DB01100,Anti-Dyskinesia Agents
DB01100,Antipsychotic Agents
DB01100,Antipsychotic Agents (First Generation [Typical])
DB01100,Benzimidazoles
DB01100,Central Nervous System Agents
DB01100,Central Nervous System Depressants
DB01100,Cytochrome P-450 CYP1A2 Substrates
DB01100,Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index
DB01100,Cytochrome P-450 CYP2D6 Inhibitors
DB01100,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01100,Cytochrome P-450 CYP2D6 Substrates
DB01100,Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index
DB01100,Cytochrome P-450 CYP3A Inhibitors
DB01100,Cytochrome P-450 CYP3A Substrates
DB01100,Cytochrome P-450 CYP3A4 Inhibitors
DB01100,Cytochrome P-450 CYP3A4 Substrates
DB01100,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
DB01100,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
DB01100,Cytochrome P-450 CYP3A5 Substrates
DB01100,Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index
DB01100,Cytochrome P-450 CYP3A7 Substrates
DB01100,Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index
DB01100,Cytochrome P-450 Enzyme Inhibitors
DB01100,Cytochrome P-450 Substrates
DB01100,Diphenylbutylpiperidine Derivatives
DB01100,Dopamine Agents
DB01100,Dopamine Antagonists
DB01100,Dopamine D2 Receptor Antagonists
DB01100,"Heterocyclic Compounds, Fused-Ring"
DB01100,Highest Risk QTc-Prolonging Agents
DB01100,Miscellaneous Antipsychotics
DB01100,Narrow Therapeutic Index Drugs
DB01100,Nervous System
DB01100,Neurotoxic agents
DB01100,Neurotransmitter Agents
DB01100,P-glycoprotein inhibitors
DB01100,Psycholeptics
DB01100,Psychotropic Drugs
DB01100,QTc Prolonging Agents
DB01100,Tranquilizing Agents
DB01101,Antimetabolites
DB01101,Antineoplastic Agents
DB01101,Antineoplastic and Immunomodulating Agents
DB01101,Cardiotoxic antineoplastic agents
DB01101,Cytidine Deaminase Substrates
DB01101,Cytochrome P-450 CYP2C9 Inhibitors
DB01101,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01101,Cytochrome P-450 CYP2C9 Inhibitors (strong)
DB01101,Cytochrome P-450 CYP2C9 Substrates
DB01101,Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index
DB01101,Cytochrome P-450 Enzyme Inhibitors
DB01101,Cytochrome P-450 Substrates
DB01101,Drugs that are Mainly Renally Excreted
DB01101,Fluoropyrimidines
DB01101,Fluorouracil and prodrugs
DB01101,Immunosuppressive Agents
DB01101,Myelosuppressive Agents
DB01101,Narrow Therapeutic Index Drugs
DB01101,Noxae
DB01101,Nucleic Acid Synthesis Inhibitors
DB01101,"Nucleic Acids, Nucleotides, and Nucleosides"
DB01101,Nucleoside Metabolic Inhibitor
DB01101,Pyrimidine Analogues
DB01101,Toxic Actions
DB01102,Adrenergic Agents
DB01102,Adrenergic Agonists
DB01102,Adrenergic and Dopaminergic Agents
DB01102,Adrenergic beta-1 Receptor Agonists
DB01102,Adrenergic beta-2 Receptor Agonists
DB01102,Adrenergic beta-3 Receptor Agonists
DB01102,Adrenergic beta-Agonists
DB01102,Agents producing tachycardia
DB01102,Agents that produce hypertension
DB01102,Amines
DB01102,Benzene Derivatives
DB01102,Cardiac Stimulants Excl. Cardiac Glycosides
DB01102,Cardiac Therapy
DB01102,Cardiotonic Agents
DB01102,Cardiovascular Agents
DB01102,Catechols
DB01102,"Compounds used in a research, industrial, or household setting"
DB01102,Neurotransmitter Agents
DB01102,Phenols
DB01102,Protective Agents
DB01103,Acridines
DB01103,Aminoacridines
DB01103,Anti-Infective Agents
DB01103,Anticestodal Agents
DB01103,Antimalarials
DB01103,Antinematodal Agents
DB01103,Antiparasitic Agents
DB01103,"Antiparasitic Products, Insecticides and Repellents"
DB01103,Antiplatyhelmintic Agents
DB01103,Antiprotozoals
DB01103,Cytochrome P-450 CYP3A Substrates
DB01103,Cytochrome P-450 CYP3A4 Substrates
DB01103,Cytochrome P-450 CYP3A5 Substrates
DB01103,Cytochrome P-450 Substrates
DB01103,Enzyme Inhibitors
DB01103,"Heterocyclic Compounds, Fused-Ring"
DB01103,OCT2 Inhibitors
DB01103,P-glycoprotein inhibitors
DB01104,Agents that reduce seizure threshold
DB01104,Amines
DB01104,Antidepressive Agents
DB01104,Antidepressive Agents Indicated for Depression
DB01104,Central Nervous System Agents
DB01104,Central Nervous System Depressants
DB01104,Cytochrome P-450 CYP2B6 Inhibitors
DB01104,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
DB01104,Cytochrome P-450 CYP2B6 Substrates
DB01104,Cytochrome P-450 CYP2C19 Inhibitors
DB01104,Cytochrome P-450 CYP2C19 Inhibitors (moderate)
DB01104,Cytochrome P-450 CYP2C19 Substrates
DB01104,Cytochrome P-450 CYP2C9 Inhibitors
DB01104,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01104,Cytochrome P-450 CYP2C9 Substrates
DB01104,Cytochrome P-450 CYP2D6 Inhibitors
DB01104,Cytochrome P-450 CYP2D6 Inhibitors (weak)
DB01104,Cytochrome P-450 CYP2D6 Substrates
DB01104,Cytochrome P-450 CYP2E1 Substrates
DB01104,Cytochrome P-450 CYP3A Inhibitors
DB01104,Cytochrome P-450 CYP3A Substrates
DB01104,Cytochrome P-450 CYP3A4 Inhibitors
DB01104,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01104,Cytochrome P-450 CYP3A4 Substrates
DB01104,Cytochrome P-450 Enzyme Inhibitors
DB01104,Cytochrome P-450 Substrates
DB01104,Drugs causing inadvertant photosensitivity
DB01104,Hypoglycemia-Associated Agents
DB01104,Membrane Transport Modulators
DB01104,Monoamine Oxidase A Substrates
DB01104,Naphthalenes
DB01104,Nervous System
DB01104,Neurotransmitter Agents
DB01104,Neurotransmitter Uptake Inhibitors
DB01104,P-glycoprotein inhibitors
DB01104,Photosensitizing Agents
DB01104,Psychoanaleptics
DB01104,Psychotropic Drugs
DB01104,QTc Prolonging Agents
DB01104,Selective Serotonin Reuptake Inhibitors
DB01104,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01104,Serotonin Agents
DB01104,Serotonin Modulators
DB01105,Agents producing tachycardia
DB01105,Alimentary Tract and Metabolism
DB01105,Anti-Obesity Agents
DB01105,Antidepressive Agents
DB01105,"Antiobesity Preparations, Excl. Diet Products"
DB01105,Appetite Depressants
DB01105,Appetite Suppression
DB01105,Central Nervous System Agents
DB01105,Central Nervous System Depressants
DB01105,Centrally Acting Antiobesity Products
DB01105,Combined Inhibitors of Serotonin/Norepinephrine Reuptake
DB01105,Cycloparaffins
DB01105,Cytochrome P-450 CYP3A Substrates
DB01105,Cytochrome P-450 CYP3A4 Substrates
DB01105,Cytochrome P-450 Substrates
DB01105,Dopamine Uptake Inhibitors
DB01105,Drugs that are Mainly Renally Excreted
DB01105,Norepinephrine Uptake Inhibitors
DB01105,"Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic"
DB01105,Psychotropic Drugs
DB01105,Selective Serotonin Reuptake Inhibitors
DB01105,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01105,Serotonin Agents
DB01105,Serotonin and Noradrenaline Reuptake Inhibitors
DB01105,Serotonin Modulators
DB01105,Stimulants
DB01106,Anti-Allergic Agents
DB01106,"Antiallergic Agents, Excl. Corticosteroids"
DB01106,Central Nervous System Depressants
DB01106,Decongestants and Antiallergics
DB01106,Histamine Agents
DB01106,Histamine Antagonists
DB01106,Histamine H1 Antagonists
DB01106,"Histamine H1 Antagonists, Non-Sedating"
DB01106,Nasal Preparations
DB01106,Neurotransmitter Agents
DB01106,Ophthalmologicals
DB01106,Potential QTc-Prolonging Agents
DB01106,QTc Prolonging Agents
DB01106,Sensory Organs
DB01107,Central Nervous System Depressants
DB01107,Hypnotics and Sedatives
DB01107,Nervous System
DB01107,Piperidinedione Derivatives
DB01107,Piperidines
DB01107,Psycholeptics
DB01108,Abortifacient Agents
DB01108,"Abortifacient Agents, Steroidal"
DB01108,Adrenal Cortex Hormones
DB01108,Androstanes
DB01108,Androstanols
DB01108,Antiadrenal Preparations
DB01108,Anticorticosteroids
DB01108,Antineoplastic Agents
DB01108,Corticosteroids
DB01108,Corticosteroids for Systemic Use
DB01108,Enzyme Inhibitors
DB01108,Fused-Ring Compounds
DB01108,Gonadal Hormones
DB01108,Gonadal Steroid Hormones
DB01108,Hormones
DB01108,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01108,Immunosuppressive Agents
