parent_drugbank_id,salt_drugbank_id,salt_name
DB00682,DBSALT000278,Warfarin sodium
DB00683,DBSALT000118,Midazolam hydrochloride
DB00683,DBSALT002303,Midazolam maleate
DB00684,DBSALT002273,Tobramycin hydrochloride
DB00684,DBSALT000317,Tobramycin sulfate
DB00685,DBSALT002327,Trovafloxacin hydrochloride
DB00685,DBSALT000992,Trovafloxacin mesylate
DB00686,DBSALT001142,Calcium pentosan polysulfate
DB00686,DBSALT000991,Pentosan polysulfate sodium
DB00687,DBSALT000659,Fludrocortisone acetate
DB00688,DBSALT001477,Mycophenolate mofetil hydrochloride
DB00689,DBSALT001839,Cefaloglycin dihydrate
DB00689,DBSALT001840,Cefaloglycin monohydrate
DB00690,DBSALT000543,Flurazepam hydrochloride
DB00691,DBSALT000504,Moexipril Hydrochloride
DB00692,DBSALT000980,Phentolamine mesylate
DB00693,DBSALT001432,Fluorescein sodium
DB00694,DBSALT001476,Daunorubicin citrate
DB00694,DBSALT000665,Daunorubicin hydrochloride
DB00695,DBSALT003113,Furosemide sodium
DB00696,DBSALT000979,Ergotamine tartrate
DB00697,DBSALT000550,Tizanidine hydrochloride
DB00698,DBSALT001891,Nitrofurantoin monohydrate
DB00698,DBSALT001418,Nitrofurantoin sodium
DB00704,DBSALT000670,Naltrexone hydrochloride
DB00705,DBSALT000038,Delavirdine mesylate
DB00706,DBSALT000978,Tamsulosin hydrochloride
DB00708,DBSALT000275,Sufentanil citrate
DB00710,DBSALT000246,Ibandronate sodium
DB00711,DBSALT000975,Diethylcarbamazine citrate
DB00712,DBSALT000544,Flurbiprofen sodium
DB00713,DBSALT000248,Oxacillin sodium
DB00713,DBSALT000974,Oxacillin sodium monohydrate
DB00714,DBSALT000818,Apomorphine hydrochloride
DB00715,DBSALT000132,Paroxetine hydrochloride
DB00715,DBSALT001742,Paroxetine hydrochloride hemihydrate
DB00715,DBSALT000133,Paroxetine mesylate
DB00716,DBSALT001179,Nedocromil sodium
DB00717,DBSALT000129,Norethisterone acetate
DB00719,DBSALT000973,Azatadine maleate
DB00720,DBSALT000972,Clodronate disodium
DB00721,DBSALT000551,Procaine hydrochloride
DB00721,DBSALT002216,Procaine nitrate
DB00721,DBSALT002215,Procaine phosphate
DB00722,DBSALT002494,Lisinopril dihydrate
DB00723,DBSALT000971,Methoxamine hydrochloride
DB00726,DBSALT000969,Trimipramine maleate
DB00726,DBSALT002959,Trimipramine mesylate
DB00728,DBSALT000575,Rocuronium bromide
DB00733,DBSALT000242,Pralidoxime chloride
DB00733,DBSALT002986,Pralidoxime methyl sulfate
DB00734,DBSALT003205,Risperidone tartrate
DB00735,DBSALT000677,Naftifine Hydrochloride
DB00736,DBSALT001222,Esomeprazole magnesium
DB00736,DBSALT001223,Esomeprazole magnesium dihydrate
DB00736,DBSALT001836,Esomeprazole magnesium trihydrate
DB00736,DBSALT000968,Esomeprazole sodium
DB00736,DBSALT001224,Esomeprazole strontium
DB00736,DBSALT001837,Esomeprazole strontium hydrate
DB00737,DBSALT000678,Meclizine hydrochloride
DB00738,DBSALT002233,Pentamidine gluconate
DB00738,DBSALT000967,Pentamidine isethionate
DB00738,DBSALT002232,Pentamidine mesylate
DB00739,DBSALT000966,Hetacillin potassium
DB00740,DBSALT000679,Riluzole Hydrochloride
DB00743,DBSALT001794,Gadobenate dimeglumine
DB00746,DBSALT000965,Deferoxamine hydrochloride
DB00746,DBSALT000964,Deferoxamine mesylate
DB00748,DBSALT000963,Carbinoxamine maleate
DB00750,DBSALT000962,Prilocaine hydrochloride
DB00751,DBSALT000961,Epinastine hydrochloride
DB00752,DBSALT000960,Tranylcypromine sulfate
DB00757,DBSALT000959,Dolasetron mesylate
DB00758,DBSALT002628,Clopidogrel besilate
DB00758,DBSALT000029,Clopidogrel bisulfate
DB00758,DBSALT002594,Clopidogrel hydrochloride
DB00758,DBSALT003517,Clopidogrel resinate
DB00759,DBSALT000361,Tetracycline hydrochloride
DB00759,DBSALT001631,Tetracycline phosphate
DB00760,DBSALT002981,Meropenem sodium
DB00760,DBSALT002823,Meropenem trihydrate
DB00762,DBSALT000103,Irinotecan hydrochloride
DB00762,DBSALT001805,Irinotecan hydrochloride hydrate
DB00762,DBSALT002617,Irinotecan sucrosofate
DB00766,DBSALT001302,Clavulanate potassium
DB00767,DBSALT001425,Benzquinamide hydrochloride
DB00768,DBSALT000685,Olopatadine hydrochloride
DB00769,DBSALT000686,Hydrocortamate hydrochloride
DB00771,DBSALT000958,Clidinium Bromide
DB00773,DBSALT000070,Etoposide phosphate
DB00775,DBSALT001454,Tirofiban hydrochloride
DB00777,DBSALT001417,Propiomazine hydrochloride
DB00780,DBSALT000954,Phenelzine sulfate
DB00782,DBSALT000225,Propantheline bromide
DB00783,DBSALT001383,Estradiol hemihydrate
DB00787,DBSALT000004,Acyclovir sodium
DB00788,DBSALT000949,Naproxen sodium
DB00789,DBSALT002762,Gadopentetate dimeglumine
DB00790,DBSALT001144,Perindopril arginine
DB00790,DBSALT001145,Perindopril erbumine
DB00790,DBSALT003031,Perindopril tosylate
DB00792,DBSALT001316,Tripelennamine citrate
DB00792,DBSALT000689,Tripelennamine hydrochloride
DB00797,DBSALT000948,Tolazoline hydrochloride
DB00798,DBSALT000690,Gentamicin sulfate
DB00800,DBSALT000945,Fenoldopam mesylate
DB00802,DBSALT001202,Alfentanil hydrochloride
DB00803,DBSALT000691,Colistin sulfate
DB00804,DBSALT000698,Dicyclomine hydrochloride
DB00805,DBSALT000305,Minaprine dihydrochloride
DB00807,DBSALT000459,Proparacaine hydrochloride
DB00810,DBSALT000804,Biperiden hydrochloride
DB00810,DBSALT001327,Biperiden lactate
DB00813,DBSALT000301,Fentanyl citrate
DB00813,DBSALT001226,Fentanyl hydrochloride
DB00816,DBSALT000295,Orciprenaline Sulfate
DB00819,DBSALT000539,Acetazolamide sodium
DB00828,DBSALT000780,Fosfomycin calcium monohydrate
DB00828,DBSALT000454,Fosfomycin sodium
DB00828,DBSALT000781,Fosfomycin tromethamine
DB00829,DBSALT002258,Diazepam hydrochloride
DB00830,DBSALT000705,Phenmetrazine hydrochloride
DB00831,DBSALT000569,Trifluoperazine hydrochloride
DB00833,DBSALT001804,Cefaclor monohydrate
DB00835,DBSALT000940,Brompheniramine maleate
DB00836,DBSALT000709,Loperamide hydrochloride
DB00838,DBSALT001365,Clocortolone pivalate
DB00841,DBSALT000711,Dobutamine hydrochloride
DB00841,DBSALT002324,Dobutamine tartrate
DB00843,DBSALT000938,Donepezil hydrochloride
DB00843,DBSALT003199,Donepezil hydrochloride monohydrate
DB00844,DBSALT000125,Nalbuphine hydrochloride
DB00847,DBSALT000032,Cysteamine bitartrate
DB00847,DBSALT000033,Cysteamine hydrochloride
DB00848,DBSALT000822,Levamisole hydrochloride
DB00848,DBSALT001628,Levamisole phosphate
DB00848,DBSALT001626,Levamisole resinate
DB00852,DBSALT000149,Pseudoephedrine hydrochloride
DB00852,DBSALT000150,Pseudoephedrine sulfate
DB00854,DBSALT000935,Levorphanol tartrate
DB00855,DBSALT000934,Aminolevulinic acid hydrochloride
DB00857,DBSALT000470,Terbinafine hydrochloride
DB00862,DBSALT001741,Vardenafil hydrochloride
DB00863,DBSALT001128,Ranitidine bismuth citrate
DB00863,DBSALT000487,Ranitidine hydrochloride
DB00864,DBSALT000167,Tacrolimus hydrate
DB00865,DBSALT000832,Benzphetamine hydrochloride
DB00866,DBSALT000932,Alprenolol hydrochloride
DB00867,DBSALT000489,Ritodrine hydrochloride
DB00869,DBSALT000931,Dorzolamide hydrochloride
DB00871,DBSALT000297,Terbutaline sulfate
DB00872,DBSALT000793,Conivaptan hydrochloride
DB00875,DBSALT000928,Flupentixol decanoate
DB00875,DBSALT000929,Flupentixol dihydrochloride
DB00876,DBSALT000927,Eprosartan mesylate
DB00876,DBSALT002994,Eprosartan mesylate dihydrate
DB00878,DBSALT001123,Chlorhexidine acetate
DB00878,DBSALT000023,Chlorhexidine gluconate
DB00878,DBSALT001610,Chlorhexidine hydrochloride
DB00880,DBSALT000926,Chlorothiazide sodium
DB00881,DBSALT000465,Quinapril Hydrochloride
DB00882,DBSALT000490,Clomifene citrate
DB00884,DBSALT000494,Risedronate sodium
DB00884,DBSALT001515,Risedronate sodium hemi-pentahydrate
DB00884,DBSALT001516,Risedronate sodium monohydrate
DB00885,DBSALT000925,Pemirolast potassium
DB00888,DBSALT000904,Mechlorethamine hydrochloride
DB00889,DBSALT000485,Granisetron hydrochloride
DB00892,DBSALT000226,Oxybuprocaine hydrochloride
DB00899,DBSALT001450,Remifentanil hydrochloride
DB00901,DBSALT002788,Bitolterol mesylate
DB00902,DBSALT000486,Methdilazine Hydrochloride
DB00903,DBSALT001225,Ethacrynate sodium
DB00904,DBSALT000921,Ondansetron hydrochloride
DB00904,DBSALT001248,Ondansetron hydrochloride dihydrate
DB00906,DBSALT001255,Tiagabine hydrochloride
DB00907,DBSALT001521,Cocaine hydrochloride
DB00908,DBSALT001251,Quinidine gluconate
DB00908,DBSALT002206,Quinidine hydrochloride
DB00908,DBSALT001344,Quinidine polygalacturonate
DB00908,DBSALT000363,Quinidine sulfate
DB00913,DBSALT001408,Anileridine hydrochloride
DB00913,DBSALT001390,Anileridine phosphate
DB00914,DBSALT000273,Phenformin hydrochloride
DB00915,DBSALT000203,Amantadine hydrochloride
DB00915,DBSALT000830,Amantadine sulfate
DB00916,DBSALT000362,Metronidazole hydrochloride
DB00918,DBSALT001204,Almotriptan malate
DB00919,DBSALT001630,Spectinomycin dihydrochloride pentahydrate
DB00919,DBSALT000380,Spectinomycin hydrochloride
DB00919,DBSALT001637,Spectinomycin hydrochloride pentahydrate
DB00919,DBSALT002282,Spectinomycin sulfate
DB00919,DBSALT001629,Spectinomycin sulfate tetrahydrate
DB00920,DBSALT001856,Ketotifen fumarate
DB00921,DBSALT000019,Buprenorphine hydrochloride
DB00924,DBSALT000479,Cyclobenzaprine hydrochloride
DB00925,DBSALT000480,Phenoxybenzamine hydrochloride
DB00930,DBSALT000790,Colesevelam hydrochloride
DB00931,DBSALT001479,Metacycline hydrochloride
DB00932,DBSALT001882,Tipranavir disodium
DB00933,DBSALT001396,Mesoridazine besylate
DB00933,DBSALT001073,Mesoridazine mesilate
DB00934,DBSALT000482,Maprotiline hydrochloride
DB00935,DBSALT000821,Oxymetazoline hydrochloride
DB00936,DBSALT001950,Choline magnesium trisalicylate
DB00936,DBSALT003018,Diethylamine salicylate
DB00936,DBSALT002536,Potassium salicylate
DB00936,DBSALT001552,Sodium salicylate
DB00937,DBSALT000484,Diethylpropion hydrochloride
DB00938,DBSALT001372,Salmeterol xinafoate
DB00939,DBSALT001241,Meclofenamate sodium
DB00940,DBSALT000228,Methantheline bromide
DB00941,DBSALT000566,Hexafluronium bromide
DB00942,DBSALT000820,Cycrimine hydrochloride
DB00944,DBSALT000567,Demecarium bromide
DB00945,DBSALT003034,Lysine acetylsalicylate
DB00948,DBSALT002350,Mezlocillin sodium
DB00948,DBSALT001339,Mezlocillin sodium monohydrate
DB00950,DBSALT001227,Fexofenadine hydrochloride
DB00952,DBSALT001246,Naratriptan hydrochloride
DB00953,DBSALT001798,Rizatriptan benzoate
DB00955,DBSALT001164,Netilmicin sulfate
DB00956,DBSALT001233,Hydrocodone bitartrate
DB00956,DBSALT002210,Hydrocodone hydrochloride
DB00956,DBSALT001602,Hydrocodone polistirex
DB00959,DBSALT001157,Methylprednisolone acetate
DB00961,DBSALT000478,Mepivacaine hydrochloride
DB00963,DBSALT000356,Bromfenac sodium
DB00964,DBSALT000819,Apraclonidine hydrochloride
DB00966,DBSALT003204,Telmisartan sodium
DB00968,DBSALT001139,Methyldopa hydrochloride
DB00968,DBSALT000988,Methyldopa sesquihydrate
DB00969,DBSALT000247,Alosetron hydrochloride
DB00972,DBSALT000013,Azelastine hydrochloride
DB00978,DBSALT000795,Lomefloxacin hydrochloride
DB00979,DBSALT000476,Cyclopentolate hydrochloride
DB00981,DBSALT001541,Physostigmine salicylate
DB00981,DBSALT000243,Physostigmine Sulfate
DB00983,DBSALT001371,Formoterol fumarate
DB00986,DBSALT001183,Glycopyrronium bromide
DB00986,DBSALT002800,Glycopyrronium tosylate
DB00987,DBSALT002381,Cytarabine hydrochloride
DB00988,DBSALT000508,Dopamine hydrochloride
DB00989,DBSALT001252,Rivastigmine tartrate
DB00991,DBSALT001452,Oxaprozin potassium
DB00992,DBSALT001462,Methyl aminolevulinate hydrochloride
DB00993,DBSALT000012,Azathioprine sodium
DB00994,DBSALT001620,Neomycin palmitate
DB00994,DBSALT000472,Neomycin sulfate
DB00997,DBSALT002287,Doxorubicin citrate
DB00997,DBSALT000060,Doxorubicin hydrochloride
DB00998,DBSALT001958,Frovatriptan succinate
DB00998,DBSALT001957,Frovatriptan succinate anhydrous
DB01001,DBSALT000257,Albuterol sulfate
DB01002,DBSALT000834,Levobupivacaine hydrochloride
DB01003,DBSALT000985,Cromoglicate sodium
DB01004,DBSALT000309,Ganciclovir sodium
DB01007,DBSALT002308,Tioconazole hydrochloride
DB01009,DBSALT003001,Ketoprofen lysine
DB01009,DBSALT002292,Ketoprofen sodium
DB01010,DBSALT002779,Edrophonium bromide
DB01010,DBSALT000475,Edrophonium chloride
DB01012,DBSALT001463,Cinacalcet hydrochloride
DB01014,DBSALT000835,Balsalazide disodium
DB01017,DBSALT000721,Minocycline hydrochloride
DB01018,DBSALT000509,Guanfacine hydrochloride
DB01019,DBSALT000234,Bethanechol chloride
DB01024,DBSALT001740,Mycophenolate sodium
DB01029,DBSALT002632,Irbesartan hydrochloride
DB01030,DBSALT000322,Topotecan hydrochloride
DB01033,DBSALT001026,Mercaptopurine monohydrate
DB01035,DBSALT000724,Procainamide hydrochloride
DB01036,DBSALT000467,Tolterodine tartrate
DB01037,DBSALT000260,Selegiline hydrochloride
DB01038,DBSALT001419,Carphenazine maleate
DB01042,DBSALT001019,Melphalan hydrochloride
DB01043,DBSALT000456,Memantine hydrochloride
DB01044,DBSALT002718,Gatifloxacin hemihydrate
DB01044,DBSALT001829,Gatifloxacin sesquihydrate
DB01045,DBSALT001014,Rifampicin sodium
DB01048,DBSALT003041,Abacavir hydrochloride
DB01048,DBSALT003040,Abacavir hydrochloride monohydrate
DB01048,DBSALT000871,Abacavir sulfate
DB01050,DBSALT002285,Ibuprofen aluminum
DB01050,DBSALT003107,Ibuprofen arginine
DB01050,DBSALT001397,Ibuprofen lysine
DB01050,DBSALT002284,Ibuprofen potassium
DB01050,DBSALT001483,Ibuprofen sodium
DB01051,DBSALT001020,Novobiocin sodium
DB01053,DBSALT002391,Benethamine penicillin
DB01053,DBSALT002769,Benzathine benzylpenicillin
DB01053,DBSALT002768,Benzylpenicillin benzathine hydrate
DB01053,DBSALT002767,Benzylpenicillin calcium
DB01053,DBSALT002390,Benzylpenicillin potassium
DB01053,DBSALT000726,Benzylpenicillin sodium
DB01056,DBSALT001138,Tocainide hydrochloride
DB01057,DBSALT001098,Echothiophate iodide
DB01060,DBSALT000868,Amoxicillin sodium
DB01060,DBSALT000867,Amoxicillin Trihydrate
DB01061,DBSALT000431,Azlocillin sodium
DB01062,DBSALT000430,Oxybutynin chloride
DB01063,DBSALT001415,Acetophenazine maleate
DB01064,DBSALT000429,Isoprenaline hydrochloride
DB01064,DBSALT001403,Isoproterenol sulfate
DB01066,DBSALT001811,Cefditoren pivoxil
DB01069,DBSALT000427,Promethazine hydrochloride
DB01069,DBSALT003061,Promethazine teoclate
DB01072,DBSALT000426,Atazanavir sulfate
DB01073,DBSALT000425,Fludarabine phosphate
DB01074,DBSALT003337,Perhexiline maleate
DB01075,DBSALT001461,Diphenhydramine citrate
DB01075,DBSALT000056,Diphenhydramine hydrochloride
DB01075,DBSALT002478,Diphenhydramine methylbromide
DB01075,DBSALT000057,Diphenhydramine salicylate
DB01076,DBSALT000011,Atorvastatin calcium
DB01076,DBSALT001499,Atorvastatin calcium trihydrate
DB01077,DBSALT000842,Etidronate disodium
DB01079,DBSALT001797,Tegaserod maleate
DB01081,DBSALT000809,Diphenoxylate hydrochloride
DB01082,DBSALT000422,Streptomycin Sulfate
DB01084,DBSALT002462,Emedastine difumarate
DB01085,DBSALT000307,Pilocarpine hydrochloride
DB01085,DBSALT001181,Pilocarpine nitrate
DB01085,DBSALT003476,Pilocarpine pamoate
DB01086,DBSALT001560,Benzocaine hydrochloride
DB01087,DBSALT001188,Primaquine phosphate
DB01088,DBSALT002985,Iloprost tromethamine
DB01089,DBSALT002253,Deserpidine hydrochloride
DB01090,DBSALT000236,Pentolinium tartrate
DB01091,DBSALT000245,Butenafine hydrochloride
DB01095,DBSALT000088,Fluvastatin sodium
DB01098,DBSALT000154,Rosuvastatin calcium
DB01098,DBSALT001337,Rosuvastatin zinc
DB01102,DBSALT001445,Arbutamine hydrochloride
DB01103,DBSALT002200,Quinacrine dihydrochloride
DB01103,DBSALT002386,Quinacrine hydrochloride
DB01104,DBSALT000808,Sertraline hydrochloride
DB01105,DBSALT001451,Sibutramine hydrochloride
DB01106,DBSALT001442,Levocabastine hydrochloride
DB01109,DBSALT001434,Heparin calcium
DB01109,DBSALT000417,Heparin sodium
DB01110,DBSALT001242,Miconazole nitrate
DB01111,DBSALT000415,Colistimethate sodium
DB01112,DBSALT001355,Cefuroxime axetil
DB01112,DBSALT001160,Cefuroxime sodium
DB01113,DBSALT000784,Papaverine codecarboxylate
DB01113,DBSALT000412,Papaverine hydrochloride
DB01113,DBSALT002205,Papaverine sulfate
DB01114,DBSALT002229,Chlorpheniramine gluconate
DB01114,DBSALT001894,Chlorpheniramine hydrochloride
DB01114,DBSALT000987,Chlorpheniramine maleate
DB01114,DBSALT001556,Chlorpheniramine tannate
DB01116,DBSALT001381,Trimethaphan camsylate
DB01118,DBSALT000355,Amiodarone hydrochloride
DB01119,DBSALT003365,Diazoxide choline
DB01122,DBSALT001309,Ambenonium chloride
DB01123,DBSALT001573,Proflavine hemisulfate
DB01124,DBSALT001412,Tolbutamide sodium
DB01127,DBSALT002838,Econazole nitrate
DB01129,DBSALT000552,Rabeprazole sodium
DB01131,DBSALT001187,Proguanil hydrochloride
DB01132,DBSALT000555,Pioglitazone hydrochloride
DB01133,DBSALT000411,Tiludronate Disodium
DB01135,DBSALT002766,Doxacurium chloride
DB01136,DBSALT001201,Carvedilol phosphate
DB01137,DBSALT001001,Levofloxacin hemihydrate
DB01139,DBSALT001645,Cefapirin benzathine
DB01139,DBSALT000264,Cefapirin sodium
DB01140,DBSALT001743,Cefadroxil hemihydrate
DB01140,DBSALT001744,Cefadroxil monohydrate
DB01140,DBSALT002304,Cefadroxil sodium
DB01141,DBSALT001165,Micafungin sodium
DB01142,DBSALT000059,Doxepin hydrochloride
DB01143,DBSALT001833,Amifostine trihydrate
DB01145,DBSALT000408,Sulfoxone sodium
DB01146,DBSALT000807,Diphenylpyraline hydrochloride
DB01147,DBSALT001648,Cloxacillin benzathine
DB01147,DBSALT000249,Cloxacillin sodium
DB01147,DBSALT002444,Cloxacillin sodium hydrate
DB01148,DBSALT000407,Flavoxate hydrochloride
DB01149,DBSALT000406,Nefazodone hydrochloride
DB01150,DBSALT001051,Cefprozil monohydrate
DB01151,DBSALT000042,Desipramine hydrochloride
DB01153,DBSALT001382,Sertaconazole nitrate
DB01154,DBSALT001404,Thiamylal sodium
DB01155,DBSALT002832,Gemifloxacin mesylate
DB01156,DBSALT001210,Bupropion hydrobromide
DB01156,DBSALT000199,Bupropion hydrochloride
DB01157,DBSALT002433,Trimetrexate glucuronate
DB01158,DBSALT001050,Bretylium tosylate
DB01161,DBSALT000823,Chloroprocaine hydrochloride
DB01162,DBSALT000326,Terazosin hydrochloride
DB01162,DBSALT002382,Terazosin hydrochloride hydrate
DB01164,DBSALT000772,Calcium chloride dihydrate
DB01164,DBSALT003069,Calcium chloride hexahydrate
DB01165,DBSALT002388,Ofloxacin hydrochloride
DB01168,DBSALT000731,Procarbazine hydrochloride
DB01170,DBSALT001071,Guanethidine monosulfate
DB01170,DBSALT001861,Guanethidine sulfate
DB01172,DBSALT000401,Kanamycin sulfate
DB01173,DBSALT000400,Orphenadrine citrate
DB01173,DBSALT001021,Orphenadrine hydrochloride
DB01174,DBSALT001491,Phenobarbital sodium
DB01175,DBSALT002455,Escitalopram oxalate
DB01176,DBSALT000399,Cyclizine hydrochloride
DB01176,DBSALT001182,Cyclizine lactate
DB01177,DBSALT000341,Idarubicin hydrochloride
DB01182,DBSALT000148,Propafenone hydrochloride
DB01183,DBSALT000126,Naloxone hydrochloride
DB01183,DBSALT001497,Naloxone hydrochloride dihydrate
DB01184,DBSALT002902,Domperidone maleate
DB01186,DBSALT002445,Pergolide mesylate
DB01188,DBSALT001147,Ciclopirox olamine
DB01190,DBSALT001163,Clindamycin hydrochloride
DB01190,DBSALT001215,Clindamycin palmitate hydrochloride
DB01190,DBSALT000778,Clindamycin phosphate
DB01192,DBSALT001249,Oxymorphone hydrochloride
DB01193,DBSALT000192,Acebutolol hydrochloride
DB01195,DBSALT000086,Flecainide acetate
DB01196,DBSALT000845,Estramustine sodium phosphate
DB01196,DBSALT003535,Estramustine sodium phosphate anhydrous
DB01199,DBSALT000238,Tubocurarine chloride pentahydrate
DB01200,DBSALT001209,Bromocriptine mesylate
DB01201,DBSALT002329,Rifapentine hydrochloride
DB01204,DBSALT000121,Mitoxantrone hydrochloride
DB01210,DBSALT000251,Levobunolol hydrochloride
DB01211,DBSALT002306,Clarithromycin citrate
DB01212,DBSALT001213,Ceftriaxone sodium
DB01213,DBSALT003114,Fomepizole sulfate
DB01214,DBSALT000806,Metipranolol hydrochloride
DB01218,DBSALT001186,Halofantrine hydrochloride
DB01219,DBSALT000397,Dantrolene sodium
DB01221,DBSALT000396,Ketamine hydrochloride
DB01223,DBSALT001739,Aminophylline dihydrate
DB01224,DBSALT002790,Quetiapine fumarate
DB01225,DBSALT002813,Enoxaparin sodium
DB01226,DBSALT001359,Mivacurium chloride
DB01227,DBSALT001444,Levacetylmethadol hydrochloride
DB01228,DBSALT002712,Encainide hydrochloride
DB01231,DBSALT000395,Diphenidol hydrochloride
DB01232,DBSALT002836,Saquinavir mesylate
DB01233,DBSALT000393,Metoclopramide hydrochloride
DB01233,DBSALT002458,Metoclopramide hydrochloride anhydrous
DB01234,DBSALT001216,Dexamethasone phosphate
DB01234,DBSALT000843,Dexamethasone sodium phosphate
DB01237,DBSALT000791,Bromodiphenhydramine hydrochloride
DB01239,DBSALT002973,Chlorprothixene hydrochloride
DB01240,DBSALT001218,Epoprostenol sodium
DB01242,DBSALT000028,Clomipramine hydrochloride
DB01244,DBSALT001436,Bepridil hydrochloride
DB01244,DBSALT003532,Bepridil hydrochloride anhydrous
DB01245,DBSALT001347,Decamethonium bromide
DB01246,DBSALT000183,Alimemazine tartrate
DB01248,DBSALT001786,Docetaxel trihydrate
DB01250,DBSALT000191,Olsalazine sodium
DB01252,DBSALT001868,Mitiglinide calcium dihydrate
DB01253,DBSALT001151,Ergonovine maleate
DB01254,DBSALT001849,Dasatinib monohydrate
DB01254,DBSALT003471,Dasatinib monolauryl sulfate
DB01255,DBSALT002824,Lisdexamfetamine dimesylate
DB01259,DBSALT001785,Lapatinib ditosylate
DB01261,DBSALT003499,Sitagliptin fumarate
DB01261,DBSALT003498,Sitagliptin hydrochloride monohydrate
DB01261,DBSALT003497,Sitagliptin malate
DB01261,DBSALT002821,Sitagliptin phosphate
DB01261,DBSALT003501,Sitagliptin tartrate hemihydrate
DB01264,DBSALT003480,Darunavir dihydrate
DB01264,DBSALT001338,Darunavir ethanolate
DB01264,DBSALT003213,Darunavir propylene glycolate
DB01267,DBSALT001464,Paliperidone palmitate
DB01268,DBSALT000166,Sunitinib malate
DB01273,DBSALT000548,Varenicline tartrate
DB01274,DBSALT001387,Arformoterol tartrate
DB01275,DBSALT000792,Hydralazine hydrochloride
DB01278,DBSALT000144,Pramlintide acetate
DB01284,DBSALT001959,Tetracosactide acetate
DB01288,DBSALT001185,Fenoterol hydrobromide
DB01291,DBSALT000799,Pirbuterol acetate
DB01291,DBSALT000798,Pirbuterol hydrochloride
DB01295,DBSALT002868,Bevantolol hydrochloride
DB01296,DBSALT002844,Glucosamine hydrochloride
DB01296,DBSALT001596,Glucosamine sulfate
DB01296,DBSALT003059,Glucosamine sulfate potassium chloride
DB01296,DBSALT003060,Glucosamine sulfate sodium chloride
DB01297,DBSALT002280,Practolol hydrochloride
DB01319,DBSALT001228,Fosamprenavir calcium
DB01319,DBSALT002341,Fosamprenavir sodium
DB01320,DBSALT000296,Fosphenytoin sodium
DB01326,DBSALT003546,Cefamandole sodium
DB01327,DBSALT000310,Cefazolin sodium
DB01328,DBSALT001472,Cefonicid sodium
DB01329,DBSALT001470,Cefoperazone sodium
DB01330,DBSALT001161,Cefotetan disodium
DB01331,DBSALT001211,Cefoxitin sodium
DB01332,DBSALT001162,Ceftizoxime sodium
DB01333,DBSALT002983,Cefradine monohydrate
DB01336,DBSALT002349,Metocurine chloride
DB01337,DBSALT000368,Pancuronium bromide
DB01338,DBSALT000367,Pipecuronium bromide
DB01339,DBSALT001200,Vecuronium bromide
DB01340,DBSALT001097,Cilazapril monohydrate
DB01344,DBSALT002567,Tolevamer calcium
DB01344,DBSALT002496,Tolevamer potassium sodium
DB01344,DBSALT000840,Tolevamer sodium
DB01347,DBSALT001863,Saprisartan potassium
DB01348,DBSALT001443,Spirapril hydrochloride
DB01351,DBSALT001490,Amobarbital sodium
DB01352,DBSALT002230,Aprobarbital sodium
DB01355,DBSALT000914,Hexobarbital sodium
DB01359,DBSALT000137,Penbutolol sulfate
DB01364,DBSALT001513,Ephedrine hydrochloride
DB01364,DBSALT001503,Ephedrine sulfate
DB01364,DBSALT002746,Ephedrine tannate
DB01365,DBSALT001074,Mephentermine sulfate
DB01366,DBSALT003145,Procaterol hydrochloride
DB01366,DBSALT001184,Procaterol hydrochloride hemihydrate
DB01367,DBSALT001384,Rasagiline mesylate
DB01367,DBSALT002987,Rasagiline tartrate
DB01369,DBSALT002316,Quinupristin mesylate
DB01388,DBSALT002896,Mibefradil Dihydrochloride
DB01392,DBSALT001153,Yohimbine hydrochloride
DB01397,DBSALT001864,Magnesium salicylate tetrahydrate
DB01400,DBSALT001191,Neostigmine bromide
DB01400,DBSALT000128,Neostigmine methylsulfate
DB01403,DBSALT002963,Methotrimeprazine hydrochloride
DB01403,DBSALT002992,Methotrimeprazine maleate
DB01405,DBSALT000794,Temafloxacin hydrochloride
DB01407,DBSALT001621,Clenbuterol hydrochloride
DB01408,DBSALT000797,Bambuterol hydrochloride
DB01409,DBSALT000348,Tiotropium bromide
DB01409,DBSALT001524,Tiotropium bromide monohydrate
DB01411,DBSALT003009,Pranlukast hydrate
DB01413,DBSALT000920,Cefepime hydrochloride
DB01414,DBSALT002849,Cefacetrile sodium
DB01415,DBSALT001212,Ceftibuten dihydrate
DB01416,DBSALT001354,Cefpodoxime proxetil
DB01416,DBSALT001810,Cefpodoxime sodium
DB01421,DBSALT000265,Paromomycin sulfate
DB01423,DBSALT002347,Stepronin sodium
DB01425,DBSALT000918,Alizapride hydrochloride
DB01427,DBSALT001311,Amrinone lactate
DB01429,DBSALT000917,Aprindine hydrochloride
DB01430,DBSALT000916,Almitrine mesylate
DB01433,DBSALT002241,Methadyl acetate hydrochloride
DB01438,DBSALT000915,Phenazopyridine hydrochloride
DB01440,DBSALT002966,Calcium oxybate
DB01440,DBSALT003053,Magnesium oxybate
DB01440,DBSALT002967,Potassium oxybate
DB01452,DBSALT000095,Diamorphine hydrochloride
DB01454,DBSALT002574,Midomafetamine hydrochloride
DB01463,DBSALT000814,Fencamfamine hydrochloride
DB01465,DBSALT002323,"2,5-dimethoxyamphetamine hydrochloride"
